video_id,publishing_date,view_count,title_on_youtube
LYXIUtVzPAM,2014-06-17T20:10:25Z,23215,20. Multiparticle States and Tensor Products (continued) and Angular Momentum
JjoqYkq4J6k,2014-06-17T20:10:25Z,28767,21. Angular Momentum (continued)
v3dkStu-tMc,2014-06-17T20:10:25Z,17728,22. Angular Momentum (continued)
YDRMLCuNteY,2014-06-17T20:10:25Z,17550,23. Angular Momentum (continued)
ZTNip78TUvA,2014-06-17T20:10:25Z,54435,24. Addition of Angular Momentum
65XkZ_SRxBk,2014-06-17T20:10:26Z,21184,25. Addition of Angular Momentum (continued)
WFQ-UcH4jMM,2014-06-17T20:10:25Z,18421,26. Addition of Angular Momentum (continued)
bFGiQEEvh18,2008-05-21T15:17:25Z,144053,1. Introduction to the Class | MIT 8.224 Exploring Black Holes
SEcVf93k0ZE,2008-05-21T15:24:47Z,51871,2. The Universe: Questions You Were Afraid to Ask | MIT 8.224 Exploring Black Holes
8MWNs7Wfk84,2008-05-21T15:42:24Z,189059,5. Einstein's Field Equations | MIT 8.224 Exploring Black Holes
mVqLF6FU1-o,2008-05-21T15:59:37Z,17682,8. X-Ray Binaries and the Search for Black Holes | MIT 8.224 Exploring Black Holes
-fD51fZvZH8,2008-05-21T15:23:50Z,18438,10. The Universe and Three Examples | MIT 8.224 Exploring Black Holes
mYaHarsAF5w,2008-05-21T18:55:49Z,13407,13. Cosmic Structure Formation; From Inflation to Galaxies | MIT 8.224 Exploring Black Holes
ANCN7vr9FVk,2014-07-01T19:42:19Z,310686,1. Inflationary Cosmology: Is Our Universe Part of a Multiverse? Part I
4OinSH6sAUo,2014-07-01T19:24:59Z,90597,"2. Inflationary Cosmology: Is Our Universe Part of a Multiverse, Part II"
tJ2AJJMcQXs,2014-07-01T19:24:54Z,94039,3. The Doppler Effect and Special Relativity
wuPEmfon9lg,2014-07-01T19:24:47Z,38717,4. The Kinematics of the Homogeneous Expanding Universe
45RQrWHzovU,2014-07-01T19:24:40Z,31187,"5. Cosmological Redshift and the Dynamics of Homogeneous Expansion, Part I"
vKLqWj0FRyc,2014-07-01T19:24:35Z,21550,"6. The Dynamics of Homogeneous Expansion, Part II"
m00PjHTq6jU,2014-07-01T19:24:25Z,14659,"7. The Dynamics of Homogeneous Expansion, Part III"
OtJFD9HNnoc,2014-07-01T19:24:14Z,12314,"8. The Dynamics of Homogeneous Expansion, Part IV"
U9n-Y_ZC-2M,2014-07-01T19:24:09Z,10282,"9. The Dynamics of Homogeneous Expansion, Part V"
YfbXB_MSkSY,2014-07-01T19:24:02Z,35761,10. Introduction to Non-Euclidean Spaces
ARuzDX55Xnk,2014-07-01T19:23:58Z,20448,11. Non-Euclidean Spaces: Closed Universes
dBhMcn7UDs0,2014-07-01T19:23:47Z,18055,12. Non-Euclidean Spaces: Open Universes and the Spacetime Metric
eUYIcR1VGns,2014-07-01T19:23:41Z,15488,13. Non-Euclidean Spaces: Spacetime Metric and Geodesic Equation
-yIKKST-_Mw,2014-07-01T19:23:36Z,42055,14. The Geodesic Equation
moyD_yeviMY,2014-07-01T19:23:31Z,59581,"15. Black-Body Radiation and the Early History of the Universe, Part I"
6b83DypBeYg,2014-07-01T19:23:24Z,12665,"16. Black-Body Radiation and the Early History of the Universe, Part II"
KY91PsqCy_8,2014-07-01T19:23:19Z,9417,"17. Black-Body Radiation and the Early History of the Universe, Part III"
MKPswx4hjec,2014-07-01T19:23:14Z,23946,"18. Cosmic Microwave Background Spectrum and the Cosmological Constant, Part I"
U_Ot1PTuUv4,2014-07-01T19:23:05Z,16162,"19. The Cosmological Constant, Part II"
RgScJ20EnW8,2014-07-01T19:22:53Z,12911,20. Supernovae Ia and Vacuum Energy Density
PK1KNojfvMQ,2014-07-01T19:20:06Z,10464,21. Problems of the Conventional (Non-inflationary) Hot Big Bang Model
seBwiL9InII,2014-07-01T19:19:50Z,22441,22. The Higgs Field and the Cosmological Magnetic Monopole Problem
PsfyE1-s9Rs,2014-07-01T19:19:41Z,42404,23. Inflation
4RX_lpoGRBg,2014-12-21T17:07:48Z,915728,1. Thermodynamics Part 1
EQB2Pw0lWRU,2014-12-21T17:07:48Z,127151,2. Thermodynamics Part 2
JaEqS1ozlHY,2014-12-21T17:07:48Z,70893,3. Thermodynamics Part 3
__tGxUu5BTc,2014-12-21T17:07:48Z,47707,4. Thermodynamics Part 4
w_I0AkvbWFc,2014-12-21T17:07:47Z,55706,5. Probability Part 1
I_LcUur7quE,2014-12-21T17:07:47Z,32658,6. Probability Part 2
BhVyiU_dWps,2014-12-21T17:07:46Z,61570,7. Kinetic Theory of Gases Part 1
8woIHrY6eM0,2015-09-24T20:05:58Z,28758,8. Kinetic Theory of Gases Part 2
t7pTpwMjQ5I,2014-12-21T17:07:48Z,23172,9. Kinetic Theory of Gases Part 3
ybCsMYk5xMg,2014-12-21T17:07:48Z,16297,10. Kinetic Theory of Gases Part 4
QmV7FOXijMo,2014-12-21T17:07:47Z,14337,11. Kinetic Theory of Gases Part 5
ckUyxmwaC5E,2014-12-21T17:07:46Z,44951,12. Classical Statistical Mechanics Part 1
Lt8FtWsq0q0,2014-12-21T17:07:46Z,20967,13. Classical Statistical Mechanics Part 2
tCxonq5r-O8,2014-12-21T17:07:46Z,25358,14. Classical Statistical Mechanics Part 3
Y59FgktB4uQ,2014-12-21T17:07:47Z,21956,15. Interacting Particles Part 1
TDnfhpAZBqs,2014-12-21T17:07:47Z,14164,16. Interacting Particles Part 2
TSjJlJJ2aoI,2014-12-21T17:07:47Z,9859,17. Interacting Particles Part 3
l2Q31eoy_rY,2014-12-21T17:07:47Z,9444,18. Interacting Particles Part 4
hl4c1P9D8IY,2014-12-21T17:07:45Z,32843,19. Interacting Particles Part 5
b1P0hurY6UE,2014-12-21T17:07:48Z,29880,20. Quantum Statistical Mechanics Part 1
34lmLIYpkYQ,2014-12-21T17:07:47Z,20912,21. Quantum Statistical Mechanics Part 2
hRHzPaDpgu0,2014-12-21T17:07:47Z,15745,22. Ideal Quantum Gases Part 1
8kNP_VWmfFs,2014-12-21T17:07:48Z,12610,23. Ideal Quantum Gases Part 2
FmylhZqFXNk,2014-12-21T17:07:45Z,9287,24. Ideal Quantum Gases Part 3
6rn4q9mv4jQ,2014-12-21T17:07:46Z,7949,25. Ideal Quantum Gases Part 4
6gMgNriK1Nk,2014-12-21T17:07:46Z,7459,26. Ideal Quantum Gases Part 5
2MaQKFHqYBw,2015-05-14T17:01:16Z,73343,"1. Collective Behavior, from Particles to Fields Part 1"
eKVr-oKxMPg,2015-05-14T17:00:45Z,32737,2. Lec 1 (continued); The Landau-Ginzburg Approach Part 1
2Ep48LwBhAQ,2015-05-14T17:00:46Z,14720,3. The Landau-Ginzburg Approach Part 2
h_YZxQJpPv0,2015-05-14T17:00:48Z,10062,4. The Landau-Ginzburg Approach Part 3
9WhnbTT_nS8,2015-05-14T17:00:47Z,7513,5. The Landau-Ginzburg Approach Part 4
NLKJdcb1E5I,2015-05-14T17:00:47Z,12656,6. The Scaling Hypothesis Part 1
fGUaxrIejr4,2015-05-14T17:00:46Z,6582,7. The Scaling Hypothesis Part 2
WtGS6lV5MDI,2015-05-14T17:00:48Z,5834,8. The Scaling Hypothesis Part 3
00PK6cUCbnU,2015-05-14T17:00:47Z,17203,9. Perturbative Renormalization Group Part 1
xtgygDYTKM0,2015-05-14T17:00:47Z,5895,10. Perturbative Renormalization Group Part 2
DVRjcfMwAkk,2015-05-14T17:00:46Z,4558,11. Perturbative Renormalization Group Part 3
vhLqp3eIkU4,2015-05-14T17:00:46Z,3661,12. Perturbative Renormalization Group Part 4
1_dMnMLbIok,2015-05-14T17:00:47Z,11983,"13. Position Space Renormalization Group, Part 1"
bQ-miBkhy9M,2015-05-14T17:00:48Z,5882,"14. Position Space Renormalization Group, Part 2"
bMnpf0s-mAk,2015-05-14T17:00:47Z,6106,15. Series Expansions Part 1
y7sIuqgADgc,2015-05-14T17:00:47Z,3583,16. Series Expansions Part 2
vuS8mlpRn_0,2017-03-20T13:24:45Z,3020,17. Series Expansions Part 3
yBdXS5dXQN4,2015-05-14T17:00:47Z,3745,18. Series Expansions Part 4
6HrTfI8R_9A,2015-05-14T17:00:46Z,2220,19. Series Expansions Part 5
opL7d8vY0KA,2015-05-14T17:00:48Z,4014,20. Continuous Spins at Low Temperatures Part 1
MphmZC2o0aM,2015-05-14T17:00:45Z,3279,21. Continuous Spins at Low Temperatures Part 2
XDpCdELStJs,2015-05-14T17:00:45Z,2919,22. Continuous Spins at Low Temperatures Part 3
iecno1uInk8,2015-05-14T17:00:48Z,3019,23. Continuous Spins at Low Temperatures Part 4
Rv1UBrGVGFk,2015-02-17T19:47:49Z,6892,24. Dissipative Dynamics
H44LyNdIi5E,2015-02-17T19:47:49Z,2294,25. Continuous Spins at Low Temperatures Part 5
PGnLAx8e4Gk,2015-02-17T19:47:48Z,2545,26. Continuous Spins at Low Temperatures Part 6
iwQ49oG-DO8,2015-03-23T21:36:06Z,97231,1. Resonance I
TcvY8Nt0ZGA,2015-03-23T21:36:07Z,26330,2. Resonance II
r70MEz4cZFc,2015-03-23T21:36:04Z,14163,3. Resonance III
OMdGWyruixk,2015-03-23T21:36:04Z,9734,4. Resonance IV
Lgqpoct9kk8,2015-03-23T21:36:04Z,11685,5. Resonance V and Atoms I
vkka1O2H5h4,2015-03-23T21:36:05Z,12151,6. Atoms II
gA1ZO0xBiYg,2015-03-23T21:36:04Z,7691,7. Atoms III
ol2GRkRam4k,2015-03-23T21:36:05Z,6044,8. Atoms IV
hUVfj1XktGI,2015-03-23T21:36:05Z,7048,9. Atoms V and Atoms in External Fields I
zMlEb29UlKw,2015-03-23T21:36:06Z,6027,10. Atoms in External Fields II
jgSn1mB8uSI,2015-03-23T21:36:05Z,7848,11. Atoms in External Fields III
4fZPNSMiRvk,2015-03-23T21:36:06Z,7312,12. Atoms in External Fields IV and Atom-light Interactions I
kWNv0-0tlAw,2015-03-23T21:36:04Z,6209,13. Atom-light Interactions II
nSxRp52JkKY,2015-03-23T21:36:06Z,4392,14. Atom-light Interactions III
JFSRqIozgh0,2015-03-23T21:36:06Z,5724,15. Atom-light Interactions IV
MVOJloovd18,2015-03-23T21:36:07Z,7391,16. Atom-light Interactions V
o3Oog9I25dA,2015-03-23T21:36:05Z,4551,17. Atom-light Interactions VI and Line Broadening I
OIis_b2bSVo,2015-03-23T21:36:06Z,6896,18. Line Broadening II
godnGvjmGZc,2015-03-23T21:36:04Z,3200,19. Line Broadening III
Fnsu19QD1D8,2015-03-23T21:36:06Z,4273,20. Line Broadening IV and Two-photon Excitation I
zlaRnrjcjmw,2015-03-23T21:36:07Z,10573,21. Two-photon Excitation II and Coherence I
EfuSYmCQSY8,2015-03-23T21:36:05Z,6014,22. Coherence II
pQ10vZKnttA,2015-03-23T21:36:06Z,3666,23. Coherence III
Y7UsD2SNIIw,2015-03-23T21:36:05Z,4504,24. Coherence IV
NOE2GDmSbDQ,2015-03-23T21:36:07Z,4229,25. Coherence V
Agu68RGaoWM,2014-07-11T19:33:32Z,118672,1. Introduction to Atomic Physics
s83SihcFfYo,2014-07-11T19:32:48Z,25085,2. QED Hamiltonian
k7DskqekDZk,2014-07-11T19:32:41Z,26362,"3. Quantum description of light, Part 1"
r6OUO3an7-0,2014-07-11T19:32:32Z,8476,"3. Quantum description of light, Part 2"
QE-9hHvOles,2014-07-11T19:32:21Z,21260,"4. Non-classical light, squeezing, Part 1"
zfBXJQ-i6p8,2014-07-11T19:32:15Z,8530,"4. Non-classical light, squeezing, Part 2"
8NiJSP-iE74,2014-07-11T19:31:58Z,7343,6. Entangled states
hmAp4ASxmKs,2014-07-11T19:31:45Z,8094,"7. Metrology, shot noise and Heisenberg limit, Part 1"
A75xAGO3ZEY,2014-07-11T19:31:40Z,3490,"7. Metrology, shot noise and Heisenberg limit, Part 2"
Ef1eG33K_V0,2014-07-11T19:31:35Z,5694,8. g(2) for atoms and light
D7APJXFJsbc,2014-07-11T19:31:31Z,2929,9. Diagrams for light-atom interactions
RjcU0OydPcE,2014-07-11T19:31:27Z,5039,10. van der Waals and Casimir interactions
q5iBqycJuqU,2014-07-11T19:31:22Z,5782,11. Casimir force
ZEmvTidO7k4,2014-07-11T19:31:16Z,4693,12. Resonant interactions
RITcQMokTJs,2014-07-11T19:31:11Z,11391,13. Derivation of optical Bloch equations
T1KLrKvCGbA,2014-07-11T19:31:07Z,5481,"14. Solutions of optical Bloch equations, Part 1"
O92M9n8uIGY,2014-07-11T19:31:03Z,2953,"14. Solutions of optical Bloch equations, Part 2"
vFmdogFFcko,2014-07-11T19:30:55Z,9639,15. Unraveling Open System Quantum Dynamics
vyDnTx4gTis,2014-07-11T19:30:48Z,3266,"16. Light forces, Part 1"
r_fWDSikuNQ,2014-07-11T19:30:34Z,2254,"16. Light forces, Part 2"
k0X7iSaPM38,2014-07-11T19:30:26Z,4056,"17. Dressed atom, Part 1"
j8Wg9c9aWV8,2014-07-11T19:30:21Z,2193,"17. Dressed atom, Part 2"
FU3P-vnGSZ0,2014-07-11T19:27:04Z,4539,18. Techniques for ultralow temperatures
Ih01TfuEfqU,2014-07-11T19:26:57Z,9980,19. Bose gases
O_zjGYvP4Ps,2014-07-11T19:26:50Z,13469,"20. Fermi gases, BEC-BCS crossover"
lJOuPmI--5c,2014-07-11T19:26:44Z,21070,21. Ion trapping and quantum gates
gc3O2sKIsX4,2015-07-28T17:37:20Z,64077,Introduction to the Class and Overview of Topics
lLY1u2aghIQ,2015-07-28T17:37:17Z,24896,"Input Function, Michaelis-Menten kinetics, and Cooperativity"
sJ7p2AuOYlA,2015-07-28T17:37:19Z,10795,"Autoregulation, Feedback and Bistability"
hfq1T9windg,2015-07-28T17:37:21Z,11440,Synthetic Biology and Stability Analysis in the Toggle Switch
xNNxlsY-F-s,2015-07-28T17:37:20Z,9949,Oscillatory Genetic Networks
NnDqJhtUqjw,2015-07-28T17:37:20Z,5114,Graph Properties of Transcription Networks
zJTVMkGe8-8,2015-07-28T17:37:20Z,5558,Feed-forward Loop Network Motif
dP4NQIpUH6w,2015-07-28T17:37:18Z,10031,Introduction to Stochastic Gene Expression
03bVGr-vYHQ,2015-07-28T17:37:20Z,4966,Causes and Consequences of Stochastic Gene Expression
EXBO08-78IU,2015-07-28T17:37:17Z,60209,Stochastic Modeling
TuXFwKrWQg8,2015-07-28T17:37:21Z,16002,Life at Low Reynolds Number
cT855rpX8bc,2015-07-28T17:37:19Z,5948,Robustness and Bacterial Chemotaxis
onL_UF4FLVM,2015-07-28T17:37:18Z,5510,Robustness in Development and Pattern Formation
9yGxpWVWYDY,2015-07-28T17:37:19Z,5633,Microbial Evolution Experiments and Optimal Gene Circuit Design
KLrPm-BEEOI,2015-07-28T17:37:20Z,6224,Evolution in Finite Populations
6PxncdxIXNE,2015-07-28T17:37:21Z,2727,Clonal Interference and the Distribution of Beneficial Mutations
EFXjKHdbi6A,2015-07-28T17:37:21Z,5186,Fitness Landscapes and Sequence Spaces
a8Fbmj4nIxY,2015-07-28T17:37:18Z,14399,Evolutionary Games
BJXCf6pFrhA,2015-07-28T17:37:21Z,3123,Survival in Fluctuating Environments
Cn5K8R8cEiI,2015-07-28T17:37:18Z,5417,"Parasites, the Evolution of Virulence and Sex"
WTesORG5H-A,2015-07-28T17:37:18Z,4779,Interspecies Interactions
lC3XSwQ62iw,2015-07-28T17:37:21Z,15693,"Ecosystem Stability, Critical Transitions, and Biodiversity"
3eIzIJ6QncY,2015-07-28T17:37:19Z,3463,Dynamics of Populations in Space
m41DWardioc,2015-07-28T17:37:18Z,27457,The Neutral Theory of Ecology
EUnGZoBa3nc,2016-03-02T21:25:35Z,83541,1. Emergence of Gravity
WVOIk8en6YE,2016-03-02T21:23:43Z,23602,2. Classical Black Hole Geometry
LTEtH1gzwoE,2016-03-02T21:23:45Z,13300,3. Causal Structure of a Black Hole and Black Hole Temperature
gLYwLyeE8oU,2016-03-02T21:23:46Z,9744,4. Physical Interpretation of Black Hole Temperature
hIvrYfwUyZQ,2016-03-02T21:23:45Z,13791,5. Black Hole Thermodynamics
1pkoBetgo7s,2016-03-02T21:23:46Z,19171,6. Holographic Principle
14_8tzAd1rA,2016-03-02T21:23:46Z,6557,7. Structure of Large N Expansion
LoIXB2GJHkg,2016-03-02T21:23:45Z,5618,"8. Large N Expansion as a String Theory, Part I"
M_8UajiNlDg,2016-03-02T21:23:44Z,4514,"9. Large N Expansion as a String Theory, Part II"
owhNn20aZo8,2016-03-02T21:23:44Z,8137,10. Basics of String Theory and Light-cone Gauge
jhyWwA_bJ5A,2016-03-02T21:23:48Z,6093,11. String Theory in the Light-cone Gauge
Wcy-zCt8llk,2016-03-02T21:23:44Z,6796,12. String Spectrum and Graviton
iPWIqjYkVns,2016-03-02T21:23:47Z,11520,"13. Physics of D-branes, Part I"
k6HCdJ9lKho,2016-03-02T21:23:45Z,5240,"14. Physics of D-branes, Part II"
-mrxN8XcQOQ,2016-03-02T21:23:45Z,3994,"15. Physics of D-branes, Part III"
1LEYgS8Wzsk,2016-03-02T21:23:47Z,7491,16. Geometry of D-branes and AdS / CFT Conjecture
0fChZwU1zEc,2016-03-02T21:23:44Z,5932,17. More on AdS / CFT Duality
nW4vp_upvmE,2016-03-02T21:23:43Z,3477,18. General Aspects of the Duality
eGPpz9kYUCg,2016-03-02T21:23:48Z,3682,19. Mass-dimension Relation
1OGZCt58GLc,2016-03-02T21:23:46Z,6051,20. Euclidean Correlation Functions: Two-point Functions
oXsC9bjMJA4,2016-03-02T21:23:47Z,2494,21. Euclidean Correlation Functions: Higher-point Functions
WPuDh61Lkpg,2016-03-02T21:23:46Z,5861,22. Computation of the Wilson Loop
raP-0nqnF_A,2016-03-02T21:23:44Z,2489,23. Duality at a Finite Temperature and Finite Chemical Potential
_75zfIar62c,2016-03-02T21:23:47Z,8551,24. Holographic Entanglement Entropy
WB8r7CU7clk,2014-01-13T19:15:27Z,64561,1. Introduction to Effective Field Theory (EFT)
f4BQ_VHXgd8,2014-01-13T19:15:02Z,12368,2. Dimensional Power Counting
6PrAW28eUpE,2014-01-13T19:14:41Z,7426,3. Field Redefinitions
KwtuwXp16cY,2014-01-13T19:14:29Z,4394,4. Matching and Decoupling
zr3wuh3fWRw,2014-01-13T19:04:05Z,5840,5. Classic Operator Renormalization Group Equations (RGE)
HKkSPqCOmD0,2014-01-13T19:13:56Z,2443,7. Chiral Loops
kEd-WsV7ESA,2014-01-13T19:13:47Z,4211,8. Heavy Quark Effective Theory (HQET)
ogrcXqbvbL4,2014-01-13T19:13:27Z,7430,9. HQET Matching & Power Corrections
kZcGNN5cYCg,2014-01-13T19:13:14Z,1387,10. HQET Examples
DdnXB0Fa3gQ,2014-01-13T19:08:16Z,979,12. More Renormalons
VrXUdbg3NiM,2014-01-13T19:04:17Z,1623,13. EFT with Fine Tuning
DdY98Zaff5I,2014-01-13T19:07:53Z,1051,14. EFT with Fine Tuning Part 2
v2JKK_yPwc0,2014-01-13T19:07:40Z,2300,15. Soft-Collinear Effective Theory (SCET) Introduction
AFQnH_upWBY,2014-01-13T19:07:28Z,7189,16. SCET Collinear Wilson Lines
TcNXre5Ea6Y,2014-01-13T19:07:14Z,5126,17. SCET Multipole Expansion
WtOJN2TCD6o,2014-01-13T19:05:21Z,1153,18. SCET Beyond Tree Level
Jtda1czqdxc,2014-01-13T19:07:02Z,796,19. SCET Beyond Tree Level 2
pusPy4EDPC0,2014-01-13T19:06:47Z,1873,20. SCET Wilson Coefficients
kJFbJDYuU_k,2014-01-13T19:06:34Z,8036,21. SCET Sudakov Logarithms
tKo9-jn7A3g,2014-01-13T19:06:19Z,975,22. SCET for DIS
hAFnqX7diSU,2014-01-13T19:06:05Z,1187,23. SCET for Dijets
k0vA0aTcUZA,2014-01-13T19:05:51Z,812,24. SCETII
zd9aU90WzV8,2014-01-13T19:05:37Z,6933,25. SCET_2 Rapidity RGE
Xpqcsa3RVTU,2014-01-13T19:05:08Z,1441,26. SCET for LHC
iRVfaR3N5K4,2020-08-26T14:52:11Z,262488,1. Introduction and the geometric viewpoint on physics.
TiHHz3sKDbY,2020-08-26T14:51:20Z,167758,2. Introduction to tensors.
H6eR3sG524M,2020-08-26T14:51:06Z,39485,3. Tensors continued.
h9xaoGkyHwg,2020-08-26T14:50:53Z,26532,4. Volumes and volume elements; conservation laws.
OOmZkNa72t4,2020-08-26T14:50:39Z,26527,5. The stress energy tensor and the Christoffel symbol.
6MssatXXAzc,2020-08-26T14:50:25Z,20150,6. The principle of equivalence.
gnWKpHUj11w,2020-08-26T14:50:06Z,13794,7. Principle of equivalence continued; parallel transport.
LoIq6KElVxs,2020-08-26T14:49:50Z,16065,"8. Lie transport, Killing vectors, tensor densities."
4QPKWFme0k4,2020-08-26T14:49:21Z,14330,9. Geodesics.
JWSdeg4jkoY,2020-08-26T14:49:01Z,14583,10. Spacetime curvature.
d1dtqw7f6pw,2020-08-26T14:48:44Z,8649,11. More on spacetime curvature.
OIjLUzS6SQA,2020-08-26T14:48:10Z,31780,12. The Einstein field equation.
JNWXzIFcf3g,2020-08-26T14:47:55Z,11656,13. The Einstein field equation (variant derivation).
9lIgAPvppk0,2020-08-26T14:47:38Z,8150,14. Linearized gravity I: Principles and static limit.
Oxk2nnuC130,2020-08-26T14:47:14Z,5738,15. Linearized gravity II: Dynamic sources
R2vL2wLqGYg,2020-08-26T14:46:58Z,7222,16. Gravitational radiation I
pUqA_iHLBWQ,2020-08-26T14:46:42Z,4784,17. Gravitational radiation II
wBvXOb59l-k,2020-08-26T14:46:22Z,9783,18. Cosmology I
p_10lgn2BiI,2020-08-26T14:46:07Z,4167,19. Cosmology II
PVYTNKZDHBo,2020-08-26T14:45:47Z,4144,20. Spherical compact sources I
K1vpc9YwlQI,2020-08-26T14:45:25Z,3113,21. Spherical compact sources II
ZqF-7bjnzCU,2020-08-26T14:45:01Z,13578,22. Black holes I
_uNWqE3LS1E,2020-08-26T14:44:37Z,6274,23. Black holes II
g1ka1MXpo3s,2014-10-28T15:11:11Z,40128,"1. Introduction, the visual system"
TdOdc_n-ZCA,2014-10-28T15:11:11Z,26222,2. Basic layout of the visual system and the retina
T9HYPlE8xzc,2014-10-28T15:11:10Z,25025,3. The lateral geniculate nucleus and the visual cortex
n-NpJQgSLrk,2014-10-28T15:11:10Z,6996,4. The ON and OFF channels
_XTuXlXav78,2014-10-28T15:11:09Z,4411,5. The Midget and Parasol systems
M2KHrh_fCHE,2014-10-28T15:11:11Z,7000,6. Adaptation and color
rGYhDvz066I,2014-10-28T15:11:10Z,52108,7. Depth perception
_ly5LmLte50,2014-10-28T15:11:10Z,7494,8. Form perception
vPXTDpXwBs0,2014-10-28T15:11:11Z,4129,9. Illusions and visual prosthesis
ezBuTFbF5Gs,2014-10-28T15:11:09Z,16418,10. The neural control of visually guided eye movements 1
LJZi6CZafms,2014-10-28T15:11:11Z,7973,11. The neural control of visually guided eye movements 2
oPb9AWMN2fY,2014-10-28T15:11:10Z,7480,12. Motion perception and pursuit eye movements
-I-WA_kSkfA,2014-10-28T15:11:11Z,3806,13. Review: The visual and oculomotor systems
jdiy_lV2xno,2014-10-28T15:11:11Z,6700,"14. Sound: External, middle and inner ears"
t4IA4GsLMEk,2014-10-28T15:11:10Z,18598,15. Hair cells
PXJvQGDyESc,2014-10-28T15:11:10Z,11444,16. Auditory nerve; psychophysics of frequency resolution
9fL2zRnkDdQ,2014-10-28T15:11:09Z,8745,"17. Cochlear nucleus: Tonotopy, unit types and cell types"
-2d9XooPwHo,2014-10-28T15:11:10Z,4131,"18. Hearing loss; demo by Sheila Xu, cochlear implant user"
qubzQvNNaLI,2014-10-28T15:11:11Z,3175,19. Descending systems and reflexes
Z937cqa--P8,2014-10-28T15:11:09Z,10308,20. Sound localization 1: Psychophysics and neural circuits
A11axifKMtQ,2014-10-28T15:11:09Z,4491,21. Sound localization 2: Superior olivary complex and IC
A0KpTR_Ujks,2014-10-28T15:11:11Z,8174,22. Auditory cortex 1: Physiology and sound localization
OAOec-To-84,2014-10-28T15:11:09Z,3526,23. Auditory cortex 2: Language; bats and echolocation
ba-HMvDn_vU,2021-10-27T14:21:01Z,10826025,1. Introduction to the Human Brain
bAkuNXtgrLA,2021-10-27T14:19:25Z,736908,2. Neuroanatomy
vFZY--lgmHs,2021-10-27T14:19:25Z,188008,4. Cognitive Neuroscience Methods I
YD7QG4G7WVg,2021-10-27T14:19:25Z,104998,5. Cognitive Neuroscience Methods II
Nk0H3o-hRMA,2021-10-27T14:19:25Z,79887,6. Introduction to the Human Brain
otriwYhNtm0,2021-10-27T14:19:25Z,44455,"7. Category Selectivity, Controversies, and MVPA"
MuRVOQY8KoY,2021-10-27T14:19:25Z,36875,8. Navigation I
ppxK4R8XWfU,2021-10-27T14:19:25Z,30668,9. Navigation II
kAX_PRnliMo,2021-10-27T14:19:25Z,49335,"10. Development, Nature & Nurture I"
xA00vkxG3lE,2021-10-27T14:19:25Z,28762,"11. Development, Nature & Nurture II (2018)"
W2PY6z1Wddg,2021-10-27T14:19:26Z,29870,13. Number
9Bz-5-RC690,2021-10-27T14:19:26Z,29386,15. Hearing and Speech
YVHM8dSkimo,2021-10-27T14:19:25Z,40809,16. Music
XRdJ5mXBo8A,2021-10-27T14:19:25Z,30776,18. Language I
pfZY5aDJazA,2021-10-27T14:19:26Z,78004,20. Theory of Mind & Mentalizing
SchmVoc5NzY,2021-10-27T14:19:25Z,62930,21. Brain Networks
B4a0WdGp52g,2021-10-27T14:19:26Z,65090,24. Attention and Awareness
PnJEj6TokDA,2020-06-29T16:12:20Z,68504,1: Course Overview and Ionic Currents - Intro to Neural Computation
3GC721pNRLE,2020-06-29T16:09:51Z,17137,2: Resistor Capacitor Circuit and Nernst Potential - Intro to Neural Computation
KXnHxZdn8NU,2020-06-29T16:09:51Z,12873,3: Resistor Capacitor Neuron Model - Intro to Neural Computation
88tKZLGOr3M,2020-06-29T16:09:51Z,25507,4: Hodgkin-Huxley Model Part 1 - Intro to Neural Computation
K1pxJVdqlxw,2020-06-29T16:10:06Z,10321,5: Hodgkin-Huxley Model Part 2 - Intro to Neural Computation
dNHqd6nGr5o,2020-06-29T16:10:07Z,7092,6: Dendrites - Intro to Neural Computation
r1VX3WXrYUw,2020-06-29T16:09:51Z,5817,7: Synapses - Intro to Neural Computation
osYGG7TKcz8,2020-06-29T16:09:51Z,10412,8: Spike Trains - Intro to Neural Computation
fCqt07IXUPI,2020-06-29T16:10:15Z,8924,9: Receptive Fields - Intro to Neural Computation
smHwRzk81b0,2020-06-29T16:10:19Z,9470,10: Time Series - Intro to Neural Computation
4ip-4ai6kN8,2020-06-29T16:10:12Z,13321,11: Spectral Analysis Part 1 - Intro to Neural Computation
Hf1Ma9YkOMY,2020-06-29T16:10:11Z,4637,12: Spectral Analysis Part 2 - Intro to Neural Computation
VQXxs59Eiak,2020-06-29T16:09:51Z,3137,13: Spectral Analysis Part 3 - Intro to Neural Computation
5KhcA454er0,2020-06-29T16:09:51Z,3775,14: Rate Models and Perceptrons - Intro to Neural Computation
Oq_k8F2T1Jc,2020-06-29T16:09:51Z,2681,15: Matrix Operations - Intro to Neural Computation
Yjeexoq_WAI,2020-06-29T16:09:51Z,2417,16: Basis Sets - Intro to Neural Computation
N-49t1j-XWY,2020-06-29T16:10:10Z,21049,17: Principal Components Analysis_ - Intro to Neural Computation
EpPtCLkCGOk,2020-06-29T16:09:51Z,4496,18: Recurrent Networks - Intro to Neural Computation
vQpo3rTwUjc,2020-06-29T16:09:51Z,2804,19: Neural Integrators - Intro to Neural Computation
gt52wUN3VrQ,2020-06-29T16:09:51Z,17894,20: Hopfield Networks - Intro to Neural Computation
txKXRtlrFfI,2017-08-17T18:53:44Z,31823,5. Eigenvalues and Eigenvectors
