video_id,publishing_date,view_count,title_on_youtube
a_R_DpsENfk,2019-09-23T17:41:42Z,19242,7. Races and Parallelism
6I26_r1BKd8,2019-09-23T17:41:42Z,22505,8. Analysis of Multithreaded Algorithms
ulJm7_aTiQM,2019-09-23T17:41:42Z,60418,9. What Compilers Can and Cannot Do
LvX3g45ynu8,2019-09-23T17:41:42Z,14949,10. Measurement and Timing
nmMUUuXhk2A,2019-09-23T17:41:42Z,14822,11. Storage Allocation
d5e_YJGXXFU,2019-09-23T17:41:42Z,9255,12. Parallel Storage Allocation
Z7r4aAZ9Vqo,2019-09-23T17:41:42Z,7780,13. The Cilk Runtime System
xDKnMXtZKq8,2019-09-23T17:41:42Z,15954,14. Caching and Cache-Efficient Algorithms
xwE568oVQ1Y,2019-09-23T17:41:42Z,7667,15. Cache-Oblivious Algorithms
mXkPCaZUXhg,2019-09-23T17:41:42Z,9152,16. Nondeterministic Parallel Programming
5sZo3SrLrGA,2019-09-23T17:41:42Z,24645,17. Synchronization Without Locks
bd-mavr5YlA,2019-09-23T17:41:42Z,7462,18. Domain Specific Languages and Autotuning
euO8bqSW_Ow,2019-09-23T17:41:42Z,3442,19. Leiserchess Codewalk
gyaqXwi4BDk,2019-09-23T17:41:42Z,3729,20. Speculative Parallelism & Leiserchess
SS5KfIFzfEE,2019-09-23T17:41:42Z,7709,21. Tuning a TSP Algorithm
IT_4fw6gfJw,2019-09-23T17:41:42Z,10459,22. Graph Optimization
6JcMuFgnA6U,2019-09-23T17:41:42Z,13468,23. High Performance in Dynamic Languages
7CYXy9J4Aao,2012-06-29T19:44:57Z,305615,1. Introduction and Probability Review
d4xfax4_Iww,2012-06-29T19:44:57Z,51485,2. More Review; The Bernoulli Process
k0UZNZwPO8Q,2012-06-29T19:44:57Z,38320,"3. Law of Large Numbers, Convergence"
qxaBDDib9_A,2012-06-29T19:44:57Z,35455,4. Poisson (the Perfect Arrival Process)
ct0QGoi3n4Q,2012-06-29T19:44:57Z,17041,5. Poisson Combining and Splitting
cE6OD7DkCSU,2012-06-29T19:44:57Z,27643,6. From Poisson to Markov
GCFd0VVnWTw,2012-06-29T19:44:57Z,13741,8. Markov Eigenvalues and Eigenvectors
mNGVkKeMUtc,2012-06-29T19:44:57Z,17520,9. Markov Rewards and Dynamic Programming
uHMVJJHsym4,2012-06-29T19:44:57Z,15509,10. Renewals and the Strong Law of Large Numbers
QWHtRR1jMEQ,2012-06-29T19:44:57Z,5776,11. Renewals: Strong Law and Rewards
8KQR4NAl3Iw,2012-06-29T19:44:58Z,6588,"12. Renewal Rewards, Stopping Trials, and Wald's Inequality"
pOhZUJ5BQXk,2012-06-29T19:44:58Z,11086,"13. Little, M/G/1, Ensemble Averages"
pY9ol9So2Yw,2012-06-29T19:44:58Z,4646,14. Review
fY7NgCWCWoQ,2012-06-29T19:44:58Z,4238,15. The Last Renewal
k2PjTm1JyuI,2012-06-29T19:44:58Z,6049,16. Renewals and Countable-state Markov
s98jdWi2kEs,2012-06-29T19:44:58Z,4871,17. Countable-state Markov Chains
_IDgYAGKyuo,2012-06-29T19:44:58Z,9622,18. Countable-state Markov Chains and Processes
ImKFBTqLqdE,2012-06-29T19:44:58Z,4877,19. Countable-state Markov Processes
hzJpaNcAoko,2012-06-29T19:44:58Z,19068,20. Markov Processes and Random Walks
goT94BheP3E,2012-06-29T19:44:57Z,9857,21. Hypothesis Testing and Random Walks
K-iHODiS0-8,2012-06-29T19:44:58Z,5057,22. Random Walks and Thresholds
GwVjWQykCDw,2012-06-29T19:44:56Z,41632,"23. Martingales (Plain, Sub, and Super)"
TOvSJkC1nRI,2012-06-29T19:44:58Z,20343,24. Martingales: Stopping and Converging
mq3nFovdG3o,2012-06-29T19:44:58Z,5402,25. Putting It All Together
BLExWo9Empk,2014-06-25T12:35:29Z,65341,1. Introduction to Battlecode
Fl6fKzon8LI,2014-06-25T12:35:21Z,12489,2. Writing Your First Player
PA3bcu83j38,2014-06-25T12:35:14Z,3339,3. Navigation
g2NoQCEgsCM,2014-06-25T12:35:07Z,3479,4. Git Repository
dEXo0QyA-Rs,2014-06-25T12:35:00Z,2218,"5. Swarms, Artillery, and Mines"
tbsYFzmk_24,2014-06-25T12:34:53Z,2055,6. Numerical Strategy
pISCwkvKMZ0,2014-06-25T12:34:46Z,2764,7. The Lost Lecture
3j3Odfpvhrs,2014-06-25T12:34:37Z,1673,8. Lessons from the Sprint Tournament
KXFF8m4uGDc,2009-04-29T00:00:24Z,352179,"Lec 1 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
503wzjz8czs,2009-04-28T23:28:46Z,98953,"Lec 2 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
o8XojnApGc4,2009-06-08T23:48:22Z,50925,"Lec 3 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
dSviy9E6Pz0,2009-04-29T02:34:09Z,35897,"Lec 4 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
IgN5JQSh8w4,2009-04-29T00:51:57Z,25127,"Lec 5 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
rei6tud0Tsg,2009-04-28T23:14:12Z,21915,"Lec 6 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
wzUaJmN9Mf0,2009-04-29T01:01:35Z,17208,"Lec 7 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
vulw9qGXbH0,2009-04-28T23:10:40Z,19612,"Lec 8 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
QstZW4N4SX8,2009-04-29T20:59:05Z,15440,"Lec 9 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
qU6NkB4xE7U,2009-04-29T17:23:58Z,15794,"Lec 10 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
_7qq1JYj2kM,2009-04-29T17:29:19Z,14117,"Lec 11 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
skW0oXoAU0M,2009-04-29T17:44:28Z,25853,"Lec 12 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
PMd2ZmcvMBI,2009-04-29T17:16:14Z,13950,"Lec 13 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
zJ56b-aErN4,2009-04-29T18:03:21Z,12803,"Lec 14 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
zB9aY8tzd74,2009-04-29T17:18:49Z,9760,"Lec 15 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
4TvgSw4SKdk,2009-04-29T17:49:03Z,9892,"Lec 16 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
_oKLtT7F9hg,2009-04-29T17:19:20Z,8338,"Lec 17 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
8PScXRfu2po,2009-04-29T17:37:43Z,8445,"Lec 18 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
DnQruAbpusc,2009-04-29T17:43:37Z,10088,"Lec 19 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
kJR59TZz1CI,2009-04-29T17:32:10Z,26589,"Lec 20 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
2DbwtCePzWg,2009-04-29T18:35:05Z,11343,"Lec 21 | MIT 6.450 6.450 Principles of Digital Communications I, Fall 2006"
zkR2TT7x8uQ,2009-04-29T20:04:05Z,9639,"Lec 22 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
pQDVHvW19vI,2009-04-29T16:44:27Z,9751,"Lec 23 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
cfL8blVkE1E,2009-04-29T17:50:35Z,16126,"Lec 24 | MIT 6.450 Principles of Digital Communications I, Fall 2006"
8HvTaOrTokc,2008-02-15T21:11:56Z,116046,Lec 1 | MIT 6.451 Principles of Digital Communication II
MVpmgHSBSc0,2008-02-15T21:04:48Z,22227,Lec 2 | MIT 6.451 Principles of Digital Communication II
zWZCMrKIikw,2008-02-15T21:01:40Z,16000,Lec 3 | MIT 6.451 Principles of Digital Communication II
vXB3QmTg8YQ,2008-02-15T21:02:59Z,10145,Lec 4 | MIT 6.451 Principles of Digital Communication II
YPAbQU7NUZQ,2008-02-15T21:05:08Z,10446,Lec 5 | MIT 6.451 Principles of Digital Communication II
q4LsDylKZcI,2008-02-15T21:05:21Z,7640,Lec 6 | MIT 6.451 Principles of Digital Communication II
d_Mg_JnnevU,2008-02-15T20:59:34Z,9437,Lec 7 | MIT 6.451 Principles of Digital Communication II
SV08nmxzdAU,2008-02-15T21:15:25Z,5303,Lec 8 | MIT 6.451 Principles of Digital Communication II
47yJ7g6DzkA,2008-02-21T23:19:23Z,4949,Lec 9 | MIT 6.451 Principles of Digital Communication II
Nnj9lHePqKM,2008-02-15T21:09:06Z,14874,Lec 10 | MIT 6.451 Principles of Digital Communication II
mnkTn0Y6GsU,2008-02-15T21:09:51Z,6039,Lec 11 | MIT 6.451 Principles of Digital Communication II
OJafRrE21WE,2008-02-15T21:15:08Z,8066,Lec 12 | MIT 6.451 Principles of Digital Communication II
2ludHpG_Q60,2008-02-15T20:46:00Z,7446,Lec 13 | MIT 6.451 Principles of Digital Communication II
HwGd1CPfIYk,2008-02-15T21:10:20Z,5723,Lec 14 | MIT 6.451 Principles of Digital Communication II
3eqYo1LCGdw,2008-02-21T23:44:12Z,5423,Lec 15 | MIT 6.451 Principles of Digital Communication II
YegKLHb9TOU,2008-02-15T21:05:38Z,8523,Lec 16 | MIT 6.451 Principles of Digital Communication II
DyRLOmVRQDw,2008-02-15T21:10:54Z,4188,Lec 17 | MIT 6.451 Principles of Digital Communication II
GQVlVhGKfHc,2008-02-15T21:02:06Z,3042,Lec 18 | MIT 6.451 Principles of Digital Communication II
dy44BdqxRAo,2008-02-21T23:17:51Z,5072,Lec 19 | MIT 6.451 Principles of Digital Communication II
SqfNSRi7_bc,2008-12-18T18:37:26Z,9042,"Lec 20 | MIT 6.451 Principles of Digital Communication II, Spring 2005"
4HtXKIbiOvI,2008-02-15T21:01:48Z,6713,Lec 21 | MIT 6.451 Principles of Digital Communication II
DNoNTre2Cf4,2008-02-21T23:10:50Z,5322,Lec 22 | MIT 6.451 Principles of Digital Communication II
eyqoHN4-4jg,2008-02-21T23:09:53Z,5803,Lec 23 | MIT 6.451 Principles of Digital Communication II
CxgU2Gtg5ro,2008-02-15T22:03:50Z,4273,Lec 24 | MIT 6.451 Principles of Digital Communication II
KalMFMv3_IM,2008-02-15T20:53:28Z,5706,Lec 25 | MIT 6.451 Principles of Digital Communication II
Z8oMbOj9IWM,2010-07-15T03:44:27Z,138362,"Lecture 1 | MIT 6.832 Underactuated Robotics, Spring 2009"
-RRYZ-b9NpI,2010-07-15T03:43:37Z,27875,"Lecture 2 | MIT 6.832 Underactuated Robotics, Spring 2009"
oWr1_LybOZI,2010-07-15T03:48:46Z,15244,"Lecture 3 | MIT 6.832 Underactuated Robotics, Spring 2009"
89GQHKOeUcU,2010-07-15T03:41:26Z,10561,"Lecture 4 | MIT 6.832 Underactuated Robotics, Spring 2009"
4kB94UDwJ0M,2010-07-15T03:41:06Z,10568,"Lecture 5 | MIT 6.832 Underactuated Robotics, Spring 2009"
QI09XKVW_8E,2010-07-15T04:02:43Z,6621,"Lecture 6 | MIT 6.832 Underactuated Robotics, Spring 2009"
9qnpQ1hVlqw,2010-07-15T03:43:54Z,5897,"Lecture 7 | MIT 6.832 Underactuated Robotics, Spring 2009"
Gho0bmTsnA4,2010-07-15T06:08:50Z,5288,"Lecture 8 | MIT 6.832 Underactuated Robotics, Spring 2009"
g-VehRFsDcI,2010-07-15T03:28:09Z,5265,"Lecture 9 | MIT 6.832 Underactuated Robotics, Spring 2009"
xwgIkdBQku4,2010-07-15T03:45:56Z,7540,"Lecture 10 | MIT 6.832 Underactuated Robotics, Spring 2009"
-fCLJ1pGht4,2010-07-15T03:39:35Z,4211,"Lecture 11 | MIT 6.832 Underactuated Robotics, Spring 2009"
E-sOMfDVe8o,2010-07-15T03:31:50Z,3458,"Lecture 12 | MIT 6.832 Underactuated Robotics, Spring 2009"
CUygqWS7occ,2010-07-15T03:43:29Z,3185,"Lecture 13 | MIT 6.832 Underactuated Robotics, Spring 2009"
ufM3HLTZ47k,2010-07-15T03:36:49Z,3221,"Lecture 14 | MIT 6.832 Underactuated Robotics, Spring 2009"
7nnFGxqRwNE,2010-07-15T03:43:05Z,3004,"Lecture 15 | MIT 6.832 Underactuated Robotics, Spring 2009"
KNRMz9YPCOY,2010-07-15T03:40:20Z,3790,"Lecture 16 | MIT 6.832 Underactuated Robotics, Spring 2009"
6v3Ln2ACtqI,2010-07-15T03:36:06Z,3161,"Lecture 17 | MIT 6.832 Underactuated Robotics, Spring 2009"
EqAYRo4wXxY,2010-07-15T03:45:34Z,2698,"Lecture 18 | MIT 6.832 Underactuated Robotics, Spring 2009"
qtmmwILxVR4,2010-07-15T03:45:13Z,2999,"Lecture 19 | MIT 6.832 Underactuated Robotics, Spring 2009"
ja56bJ8ogUw,2010-07-15T04:06:21Z,2796,"Lecture 20 | MIT 6.832 Underactuated Robotics, Spring 2009"
7LLUz7A1--Q,2010-07-15T03:39:08Z,2631,"Lecture 21 | MIT 6.832 Underactuated Robotics, Spring 2009"
Bhbk4bWV1Uc,2010-07-15T03:31:32Z,3346,"Lecture 22 | MIT 6.832 Underactuated Robotics, Spring 2009"
7la43dvoLh0,2010-07-15T03:33:20Z,3410,"Lecture 23 | MIT 6.832 Underactuated Robotics, Spring 2009"
T0yzrZL1py0,2013-12-18T17:19:53Z,311626,1. Persistent Data Structures
WqCWghETNDc,2013-12-18T17:20:08Z,30621,2. Retroactive Data Structures
NMxLL3D5qd8,2013-12-18T17:20:44Z,28431,3. Geometric Structures I
FzS0n_Z8lrk,2013-12-18T17:22:42Z,12695,4. Geometric Structures II
DZ7jt1F8KKw,2013-12-18T17:23:09Z,15690,5. Dynamic Optimality I
NoOYvZvH_FU,2013-12-18T17:23:20Z,8697,6. Dynamic Optimality II
V3omVLzI0WE,2013-12-18T17:23:39Z,20196,7. Memory Hierarchy Models
bY8f4DSkQ6M,2013-12-18T17:23:58Z,12967,8. Cache-Oblivious Structures I
Fs4-E4Nj1Ks,2013-12-18T17:24:10Z,6376,9. Cache-Oblivious Structures II
Mf9Nn9PbGsE,2013-12-18T17:24:22Z,15613,10. Dictionaries
u-HHY1ylhHY,2013-12-18T17:24:33Z,8859,11. Integer Models
xSGorVW8j6Q,2013-12-18T17:25:10Z,13089,12. Fusion Trees
RecEYrnvGPM,2013-12-18T17:25:23Z,4579,13. Integer Lower Bounds
pOKy3RZbSws,2013-12-18T17:25:32Z,15128,14. Sorting in Linear Time
0rCFkuQS968,2013-12-18T17:25:49Z,22188,15. Static Trees
NinWEPPrkDQ,2013-12-18T17:25:58Z,113638,16. Strings
3Y2weLDiUWw,2013-12-18T17:26:04Z,12953,17. Succinct Structures I
ABX-Hvn8ymE,2013-12-18T17:26:16Z,5331,18. Succinct Structures II
XZLN6NxEQWo,2013-12-18T17:26:24Z,21537,19. Dynamic Graphs I
L7ywsci9ujo,2013-12-18T17:26:33Z,10545,20. Dynamic Graphs II
Yarwp7TNTL4,2013-12-18T17:26:43Z,6620,21. Dynamic Connectivity Lower Bound
3e1ZF1L1VhY,2013-12-18T17:27:37Z,9894,22. History of Memory Models
GqmQg-cszw4,2015-07-14T16:21:11Z,729640,"1. Introduction, Threat Models"
r4KjHEgg9Wg,2017-03-30T15:48:52Z,119102,2. Control Hijacking Attacks
xSQxaie_h1o,2017-03-30T15:48:51Z,66222,3. Buffer Overflow Exploits and Defenses
dNl22h1kW1k,2017-03-30T15:48:52Z,38606,4. Privilege Separation
TQhmua7Z2cY,2017-03-30T15:48:52Z,29479,6. Capabilities
I0Psvvky-44,2017-03-30T15:48:53Z,19042,7. Sandboxing Native Code
eRJ_r8WF1Y0,2017-03-30T15:48:50Z,57471,8. Web Security Model
WlmKwIe9z1Q,2017-03-30T15:48:51Z,121225,9. Securing Web Applications
yRVZPvHYHzw,2015-07-14T16:19:59Z,33611,10. Symbolic Execution
XMEFdofERLI,2017-03-30T15:48:49Z,11064,11. Ur/Web
BZTWXl9QNK8,2017-03-30T15:48:49Z,122305,12. Network Security
QOtA76ga_fY,2015-07-14T16:20:00Z,166801,13. Network Protocols
q1OF_0ICt9A,2017-03-30T15:48:49Z,213495,14. SSL and HTTPS
bA3xCpYLA34,2017-03-30T15:48:50Z,14961,15. Medical Software
3v5Von-oNUg,2017-03-30T15:48:51Z,37478,16. Side-Channel Attacks
MT7X17ZRo1U,2017-03-30T15:48:50Z,32958,17. User Authentication
YTWXAFJf8bw,2017-03-30T15:48:48Z,16625,18. Private Browsing
OgGTJIgNewE,2017-03-30T15:48:53Z,19753,19. Anonymous Communication
uT7BXusDgDM,2017-03-30T15:48:52Z,31378,20. Mobile Phone Security
WG5UbMrUiLU,2017-03-30T15:48:49Z,13648,21. Data Tracking
2PO8h1pVW50,2017-03-30T15:48:53Z,8416,22. Guest Lecture by MIT IS&T
8PdnOZI7H5E,2017-03-30T15:48:57Z,12542,23. Security Economics
-pb3z2w9gDg,2014-03-04T19:17:29Z,1377816,1. Introduction to 'The Society of Mind'
2KbvJ3iapbc,2014-03-04T19:18:15Z,228243,3. Cognitive Architectures
LuJFPVY1Nzo,2014-03-04T19:18:39Z,48904,4. Question and Answer Session 1
AO7F0n2Dclc,2014-03-04T19:18:57Z,189057,5. From Panic to Suffering
qJZ_1a-t_sA,2014-03-04T19:19:19Z,84927,6. Layers of Mental Activities
oG6FyY2r9G0,2014-03-04T19:19:37Z,84934,7. Layered Knowledge Representations
ATkGXyfuJqs,2014-03-04T19:19:53Z,33404,8. Question and Answer Session 2
o6suzoRLZD4,2014-03-04T19:20:09Z,50513,9. Common Sense
EXXZQjo3twk,2014-03-04T19:20:47Z,28173,10. Question and Answer Session 3
6Px0livk6m8,2014-03-04T19:20:29Z,25778,11. Mind vs. Brain: Confessions of a Defector
LmE_mdugLWE,2014-03-04T19:21:02Z,37132,12. Question and Answer Session 4
TOLwmtn8Miw,2014-03-04T19:21:14Z,50150,13. Closing Thoughts
7d73E1DiH0w,2015-07-14T18:35:05Z,72076,1. Overview
ZaSMm2xvatw,2015-07-14T18:33:04Z,26926,2. 3-Partition I
TZSBHuy8yhQ,2015-08-12T17:24:08Z,11326,3. 3-Partition II
x-Ik9YAFAPo,2015-07-14T18:33:05Z,37022,4. SAT I
e10dswn-grA,2015-07-14T18:33:03Z,11410,5. SAT Reductions
ziViLYrf1Ak,2015-07-14T18:33:05Z,8637,6. Circuit SAT
KU8I8LjnQgE,2015-07-14T18:33:02Z,2687,7. Planar SAT
PFfv1JnQB8Q,2015-07-14T18:33:06Z,3980,8. Hamiltonicity
KvBk_u8NNp4,2015-07-14T18:33:04Z,9847,9. Graph Problems
snugEmWtEm4,2015-07-14T18:33:05Z,3554,10. Inapproximabililty Overview
28WhZvnvsAg,2015-07-14T18:33:06Z,1880,11. Inapproximability Examples
R-0_0OQ2f4Y,2015-07-14T18:33:05Z,6103,12. Gaps and PCP
P3YoIxiz6to,2015-07-14T18:33:04Z,3869,13. W Hierarchy
ctxnYDAIDO4,2015-07-14T18:33:03Z,1976,14. ETH and Planar FPT
XROTP1RiNaA,2015-07-14T18:33:03Z,2561,15. #P and ASP
ogbjia9gp34,2015-07-14T18:33:03Z,7104,16. NP and PSPACE Video Games
ccD0yAk1wL0,2015-07-14T18:33:05Z,2077,17. Nondeterministic Constraint Logic
aDmFyu0Yt7s,2015-07-14T18:33:04Z,1851,18. 0- and 2-Player Games
42TnAE67iaE,2015-07-14T18:33:06Z,2136,19. Unbounded Games
LHBc2mE71yc,2015-07-14T18:33:04Z,3060,20. Undecidable and P-Complete
X05j49pc6DE,2015-07-14T18:33:03Z,4169,21. 3SUM and APSP Hardness
TUbfCY_8Dzs,2015-07-14T18:33:05Z,8252,22. PPAD
Ih0cPR745fM,2015-07-14T18:33:03Z,11441,23. PPAD Reductions
zqtx0gA5K2s,2008-02-26T20:03:41Z,65745,Lec 1 | MIT 6.912 Introduction to Copyright Law
g9UwqdMHjnM,2008-02-26T19:54:49Z,11916,Lec 2 | MIT 6.912 Introduction to Copyright Law
X1npDVcp9wU,2008-02-26T20:37:07Z,9253,Lec 3 | MIT 6.912 Introduction to Copyright Law
BkaJCbyyLEA,2008-02-26T20:08:37Z,7787,Lec 4 | MIT 6.912 Introduction to Copyright Law
vof7x8r_ZUA,2020-10-22T19:38:19Z,75168,1. What Makes Healthcare Unique?
DS97JV_o0Fs,2020-10-22T19:36:55Z,12957,2. Overview of Clinical Care
0UFwGJe6ubg,2020-10-22T19:37:16Z,11760,3. Deep Dive Into Clinical Data
_shuV1tJbTU,2020-10-22T19:36:55Z,10623,"4. Risk Stratification, Part 1"
wqI_z1yumzY,2020-10-22T19:36:55Z,6248,"5. Risk Stratification, Part 2"
lLhfDSOwWtU,2020-10-22T19:36:55Z,5861,6. Physiological Time-Series
IiD3YZkkCmE,2020-10-22T19:36:55Z,24456,"7. Natural Language Processing (NLP), Part 1"
lkO2ocJBsmI,2020-10-22T19:37:16Z,8497,"8. Natural Language Processing (NLP), Part 2"
ZQu2B3GyI_k,2020-10-22T19:36:55Z,2805,9. Translating Technology Into the Clinic
MoEaRpLNo9A,2020-10-22T19:36:55Z,14282,10. Application of Machine Learning to Cardiac Imaging
VuKOW8d4KHw,2020-10-22T19:36:55Z,8363,11. Differential Diagnosis
PKCMH5KOcxQ,2020-10-22T19:36:55Z,11911,12. Machine Learning for Pathology
2ZXYM1h9pgY,2020-10-22T19:37:16Z,4377,13. Machine Learning for Mammography
gRkUhg9Wb-I,2020-10-22T19:37:16Z,91706,"14. Causal Inference, Part 1"
g5v-NvNoJQQ,2020-10-22T19:36:56Z,20639,"15. Causal Inference, Part 2"
YZ5pOgY5hEE,2020-10-22T19:36:55Z,9261,"16. Reinforcement Learning, Part 1"
zdotUAxiPGM,2020-10-22T19:36:55Z,3505,"17. Reinforcement Learning, Part 2"
yYWyLZrdRRI,2020-10-22T19:36:55Z,3472,"18. Disease Progression Modeling and Subtyping, Part 1"
aJqgO8e37_g,2020-10-22T19:37:16Z,2429,"19. Disease Progression Modeling and Subtyping, Part 2"
kZrb6ZIwJqg,2020-10-22T19:37:16Z,10975,20. Precision Medicine
Td01vFP3uJo,2020-10-22T19:37:16Z,2380,21. Automating Clinical Work Flows
k95abdkdCPk,2020-10-22T19:36:55Z,16379,22. Regulation of Machine Learning / Artificial Intelligence in the US
zYgkr0KfWM0,2020-10-22T19:37:16Z,4233,23. Fairness
MdUnh4PaGKw,2021-07-09T20:24:33Z,13302,24. Robustness to Dataset Shift
wDLzLN1tArA,2020-10-22T19:37:16Z,3251,25. Interpretability
_m4Gvu90Ydw,2008-01-17T22:22:40Z,312627,"Lec 1 | MIT 7.012 Introduction to Biology, Fall 2004"
_CovlKXmuWo,2008-01-17T22:34:28Z,110216,"Lec 2 | MIT 7.012 Introduction to Biology, Fall 2004"
t5Y89b-3Zvc,2008-01-17T22:47:40Z,36972,"Lec 4 | MIT 7.012 Introduction to Biology, Fall 2004"
V3XHn35BLfo,2008-01-17T22:28:42Z,23333,"Lec 5 | MIT 7.012 Introduction to Biology, Fall 2004"
9iaoypSrIT0,2008-01-18T15:46:03Z,50560,"Lec 6 | MIT 7.012 Introduction to Biology, Fall 2004"
9WwJr2yrv2I,2008-01-17T22:30:36Z,35508,"Lec 7 | MIT 7.012 Introduction to Biology, Fall 2004"
UT6h56ii9s4,2008-01-17T22:41:34Z,28339,"Lec 8 | MIT 7.012 Introduction to Biology, Fall 2004"
PVv4ST8NZaA,2008-01-17T22:32:46Z,25749,"Lec 9 | MIT 7.012 Introduction to Biology, Fall 2004"
odtKI7tEi5c,2008-02-01T22:09:43Z,32345,"Lec 10 | MIT 7.012 Introduction to Biology, Fall 2004"
QOdq7d34f7U,2008-01-17T22:31:22Z,20840,"Lec 11 | MIT 7.012 Introduction to Biology, Fall 2004"
ARjSihLe1K8,2008-01-17T22:52:40Z,27889,"Lec 12 | MIT 7.012 Introduction to Biology, Fall 2004"
00LNy0Q_i6c,2008-01-31T19:18:24Z,35136,"Lec 13 | MIT 7.012 Introduction to Biology, Fall 2004"
blBcCjIY7Sg,2008-01-31T19:16:14Z,13852,"Lec 14 | MIT 7.012 Introduction to Biology, Fall 2004"
_TdJBLu6hPc,2008-01-31T19:13:50Z,21545,"Lec 15 | MIT 7.012 Introduction to Biology, Fall 2004"
qObvbkcU838,2008-01-31T19:19:15Z,13985,"Lec 16 | MIT 7.012 Introduction to Biology, Fall 2004"
Rqs_zVh5sr8,2008-01-18T18:03:31Z,12078,"Lec 17 | MIT 7.012 Introduction to Biology, Fall 2004"
T5d5PvPjUlU,2008-01-18T18:01:09Z,11441,"Lec 18 | MIT 7.012 Introduction to Biology, Fall 2004"
dENgjMVCHaA,2008-01-18T17:58:19Z,20411,"Lec 19 | MIT 7.012 Introduction to Biology, Fall 2004"
zrBZjcsQ_BQ,2008-01-18T17:59:59Z,19954,"Lec 20 | MIT 7.012 Introduction to Biology, Fall 2004"
R6AtInDjsrM,2008-01-18T18:11:51Z,18736,"Lec 21 | MIT 7.012 Introduction to Biology, Fall 2004"
xN-sQdVaDr4,2008-01-18T18:00:34Z,17803,"Lec 22 | MIT 7.012 Introduction to Biology, Fall 2004"
os0qdddXrMs,2008-01-18T18:06:40Z,13667,"Lec 23 | MIT 7.012 Introduction to Biology, Fall 2004"
bO0WsF4anko,2008-01-18T17:59:23Z,13103,"Lec 24 | MIT 7.012 Introduction to Biology, Fall 2004"
5WhcMXP5yEU,2008-01-18T17:58:10Z,11075,"Lec 25 | MIT 7.012 Introduction to Biology, Fall 2004"
BAldLXDPWZM,2008-01-18T18:04:14Z,16335,"Lec 26 | MIT 7.012 Introduction to Biology, Fall 2004"
rxiAQe0t-ZU,2008-01-18T18:01:26Z,10146,"Lec 27 | MIT 7.012 Introduction to Biology, Fall 2004"
rWG1hLvoP-U,2008-01-18T18:42:44Z,7782,"Lec 28 | MIT 7.012 Introduction to Biology, Fall 2004"
N2jFzZA1e14,2008-01-18T18:00:09Z,8889,"Lec 29 | MIT 7.012 Introduction to Biology, Fall 2004"
pTh8f0mWu1k,2008-01-18T18:02:52Z,7180,"Lec 30 | MIT 7.012 Introduction to Biology, Fall 2004"
VTWmccDMlDw,2008-01-18T17:57:56Z,9097,"Lec 31 | MIT 7.012 Introduction to Biology, Fall 2004"
ztgHcRV1zI0,2008-01-18T18:00:57Z,8453,"Lec 32 | MIT 7.012 Introduction to Biology, Fall 2004"
E2sRItjdLGI,2008-01-18T18:18:40Z,8324,"Lec 33 | MIT 7.012 Introduction to Biology, Fall 2004"
Eqom7VcaEKI,2008-01-18T18:00:24Z,8995,"Lec 34 | MIT 7.012 Introduction to Biology, Fall 2004"
xGeBSiXoSoA,2008-01-18T17:56:14Z,10529,"Lec 35 | MIT 7.012 Introduction to Biology, Fall 2004"
lm8ywGl9AIQ,2008-02-08T19:59:56Z,152279,"Lec 1 | MIT 7.014 Introductory Biology, Spring 2005"
RJf9jRf-Ekw,2008-02-08T20:13:27Z,74791,"Lec 2 | MIT 7.014 Introductory Biology, Spring 2005"
3zJI3dYB7gc,2008-02-08T20:13:05Z,40053,"Lec 3 | MIT 7.014 Introductory Biology, Spring 2005"
6BPDK1b3jDg,2008-02-08T20:14:14Z,35618,"Lec 4 | MIT 7.014 Introductory Biology, Spring 2005"
7aNYj3zyVkc,2008-02-08T20:12:14Z,25935,"Lec 5 | MIT 7.014 Introductory Biology, Spring 2005"
SGHx6jKvxr8,2008-02-08T20:03:14Z,23400,"Lec 6 | MIT 7.014 Introductory Biology, Spring 2005"
R3DI6W9iKtU,2008-02-08T20:10:42Z,21714,"Lec 7 | MIT 7.014 Introductory Biology, Spring 2005"
