video_titles,video_ids,video_number
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: AIRPLANE AERODYNAMICS', 'LECTURE 3: LEARNING TO FLY', 'LECTURE 4: AIRCRAFT SYSTEMS', 'SPECIAL LECTURE: OSHKOSH 2018', 'LECTURE 5: CHARTS AND AIRSPACE', 'LECTURE 6: THE FLIGHT ENVIRONMENT', 'LECTURE 7: NAVIGATION', 'LECTURE 8: HELICOPTER AERODYNAMICS', 'SPECIAL LECTURE: F-22 FLIGHT CONTROLS', 'LECTURE 9: METEOROLOGY', 'LECTURE 10: COMMUNICATION AND FLIGHT INFORMATION', 'LECTURE 11: AIRCRAFT OWNERSHIP AND MAINTENANCE', 'SPECIAL LECTURE: THE HOW AND THE WHY OF IFR', 'LECTURE 12: AIRCRAFT PERFORMANCE', 'LECTURE 13: INTERPRETING WEATHER DATA', 'LECTURE 14: HUMAN FACTORS', 'LECTURE 15: FLIGHT PLANNING', 'LECTURE 16: SEAPLANES', 'LECTURE 17: SMALL UAS OPERATIONS', 'LECTURE 18: WEIGHT AND BALANCE', 'LECTURE 19: MULTI-ENGINE AND JETS', 'LECTURE 20: FLYING AT NIGHT', 'LECTURE 21: WEATHER MINIMUMS AND FINAL TIPS']","['jeI3wpulyPw', 'edLnZgF9mUg', 'PHtPau1c5sU', 'AYF3spOVbBk', 's67DO7fFM14', 'Nts_8ZLIxwo', 'shHvE6yV4IM', 'Th2N_rDfkDw', 'OlQie93CwLY', 'n068fel-W9I', 'xPEqTH-c9Cc', 'alLh1Jdqwvg', 'MNIYBTHc6mg', '6oZL2c3tgps', '3sB64Au76h0', '-dOX_4lI6HY', 'RSuztJUlgOM', 'EvcoYJtoQVw', 'xsO2Ip6eiaY', 'geJHchWUYQk', '802a1jvk5Ck', 'ksyY5wa5_50', 'EuNXVy5-KgA', 'kiCNa95DnnE']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
[],[],[]
"['SESSION 2: REQUIREMENTS DEFINITION', 'SESSION 3: SYSTEMS MODELING LANGUAGES', 'SESSION 4: SYSTEM ARCHITECTURE AND CONCEPT GENERATION', 'SESSION 5: CONCEPT SELECTION AND TRADESPACE EXPLORATION', 'SESSION 6: DESIGN DEFINITION AND MULTIDISCIPLINARY OPTIMIZATION', 'SESSION 7: MISCELLANEOUS TOPICS - MBSE AND INTRODUCTION TO CAD (GUEST LECTURE FROM SOLIDWORKS)', 'SESSION 8: SYSTEMS INTEGRATION AND INTERFACE MANAGEMENT', 'SESSION 9: VERIFICATION AND VALIDATION', 'SESSION 10: COMMISSIONING AND OPERATIONS', 'SESSION 11: LIFECYCLE MANAGEMENT']","['J_y2I09rj_I', 'CTVFDb44ses', 'ScbSrUSbumo', 'sOkQ4HBmZXo', 'd44SDevJYR0', 'dv8Dbyfcrd4', '9AtMQqCBdhw', '-63JXElqPaY', 'rpGJsC5INd4', 'b0VqqwHLqcI']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
"['LECTURE 1: THE ORIGINS OF THE SPACE SHUTTLE', 'LECTURE 2: SPACE SHUTTLE HISTORY', 'LECTURE 3: ORBITER SUB-SYSTEM DESIGN', 'LECTURE 4: THE DECISION TO BUILD THE SHUTTLE', 'LECTURE 5: ORBITER STRUCTURE + THERMAL PROTECTION SYSTEM', 'LECTURE 6: PROPULSION - SPACE SHUTTLE MAIN ENGINES', 'LECTURE 7: AERODYNAMICS - (FROM SUB - TO HYPERSONIC AND BACK)', 'LECTURE 8: LANDING AND MECHANICAL SYSTEMS', 'LECTURE 9: OMS, RCS, FUEL CELLS, AUXILIARY POWER UNIT AND HYDRAULIC SYSTEMS', 'LECTURE 10: THE DOD AND THE SPACE SHUTTLE', 'LECTURE 11: USE OF SUBSYSTEMS AS A FUNCTION OF FLIGHT PHASE', 'LECTURE 12: AEROTHERMODYNAMICS', 'LECTURE 13: ENVIRONMENTAL CONTROL SYSTEMS', 'LECTURE 14: GROUND OPERATIONS - LAUNCHING THE SHUTTLE', 'LECTURE 15: SPACE SHUTTLE ACCIDENTS', 'LECTURE 16: GUIDANCE, NAVIGATION AND CONTROL', 'LECTURE 17: MISSION CONTROL 1', 'LECTURE 18: MISSION CONTROL 2', 'LECTURE 19: DESIGN PROCESS AS IT RELATES TO THE SHUTTLE', 'LECTURE 20: EVA AND ROBOTICS ON THE SHUTTLE', 'LECTURE 21: SYSTEMS ENGINEERING FOR SPACE SHUTTLE PAYLOADS', 'LECTURE 22: TEST FLYING THE SPACE SHUTTLE']","['iiYhQtGpRhc', 'xJ2H06sseLM', 'cDMbBjH8ZSs', 'bOAyzURugaw', 'k2jN_26m8LM', 'uow6v1EuybE', '2QRfkG7jOfY', 'qcpyFE3u3hw', '1IJPugWssVs', 'hzW2ZBtzrUE', 'J5mwRqyxPIA', 'XWjSXlxpDfU', 'AwjT1gJSsco', 'rV5eSoBqrsY', 'KFOv1WtlAow', 'OksC02Xqe7Q', 'Fo8v7juSgRw', 'FB0pyYTs2mw', 'IHVf3ukiIiA', 'AODj-jM3-XI', 'YxhoHe3BZ-g', 'uP2Acm9uEGk']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
"['LECTURE 1: RATE OF CHANGE', 'LECTURE 2: LIMITS', 'LECTURE 3: DERIVATIVES', 'LECTURE 4: CHAIN RULE', 'LECTURE 5: IMPLICIT DIFFERENTIATION', 'LECTURE 6: EXPONENTIAL AND LOG', 'LECTURE 7: EXAM 1 REVIEW', 'LECTURE 9: LINEAR AND QUADRATIC APPROXIMATIONS', 'LECTURE 10: CURVE SKETCHING', 'LECTURE 11: MAX-MIN', 'LECTURE 12: RELATED RATES', ""LECTURE 13: NEWTON'S METHOD"", 'LECTURE 14: MEAN VALUE THEOREM', 'LECTURE 15: ANTIDERIVATIVES', 'LECTURE 16: DIFFERENTIAL EQUATIONS', 'LECTURE 18: DEFINITE INTEGRALS', 'LECTURE 19: FIRST FUNDAMENTAL THEOREM', 'LECTURE 20: SECOND FUNDAMENTAL THEOREM', 'LECTURE 21: APPLICATIONS TO LOGARITHMS', 'LECTURE 22: VOLUMES', 'LECTURE 23: WORK, PROBABILITY', 'LECTURE 24: NUMERICAL INTEGRATION', 'LECTURE 25: EXAM 3 REVIEW', 'LECTURE 27: TRIG INTEGRALS', 'LECTURE 28: INVERSE SUBSTITUTION', 'LECTURE 29: PARTIAL FRACTIONS', 'LECTURE 30: INTEGRATION BY PARTS', 'LECTURE 31: PARAMETRIC EQUATIONS', 'LECTURE 32: POLAR COORDINATES', 'LECTURE 33: EXAM 4 REVIEW', 'LECTURE 35: INDETERMINATE FORMS', 'LECTURE 36: IMPROPER INTEGRALS', 'LECTURE 37: INFINITE SERIES', ""LECTURE 38: TAYLOR'S SERIES"", 'LECTURE 39: FINAL REVIEW']","['7K1sB05pE0A', 'ryLdyDrBfvI', 'kCPVBl953eY', '4sTKcvYMNxk', '5q_3FDOkVRQ', '9v25gg2qJYE', 'eHJuAByQf5A', 'BSAA0akmPEU', 'eRCN3daFCmU', 'twzGBqPeW0M', 'YN7k_bXXggY', 'sRIDVAcoG5A', '4Q37iOyBq44', '-MI0b4h3rS0', '60VGKnYBpbg', 'hjZhPczMkL4', '1RLctDS2hUQ', 'Pd2xP5zDsRw', '_JXPe2J069c', 'ShGBRUx2ub8', 'R9a_NHXrBcg', 'jBkXbAgMj6s', 'zUEuKrxgHws', 'Bv9kVDcj7yo', 'CXKoCMVqM9s', 'HgEqXhsIq_g', 'aeXp1zC6Hls', 'TpWQlKHPyJ4', 'XRkgBWbWvg4', 'BGE3wb7H2PA', 'PNTnmH6jsRI', 'KhwQKE_tld0', 'MK_0QHbUnIA', 'wOHrNt9ScYs', '--lPz7VFnKI']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]"
[],[],[]
[],[],[]
"['LECTURE 1: DOT PRODUCT', 'LECTURE 2: DETERMINANTS', 'LECTURE 3: MATRICES', 'LECTURE 4: SQUARE SYSTEMS', 'LECTURE 5: PARAMETRIC EQUATIONS', ""LECTURE 6: KEPLER'S SECOND LAW"", 'LECTURE 7: EXAM REVIEW', 'LECTURE 8: PARTIAL DERIVATIVES', 'LECTURE 9: MAX-MIN AND LEAST SQUARES', 'LECTURE 10: SECOND DERIVATIVE TEST', 'LECTURE 11: CHAIN RULE', 'LECTURE 12: GRADIENT', 'LECTURE 13: LAGRANGE MULTIPLIERS', 'LECTURE 14: NON-INDEPENDENT VARIABLES', 'LECTURE 15: PARTIAL DIFFERENTIAL EQUATIONS', 'LECTURE 16: DOUBLE INTEGRALS', 'LECTURE 17: POLAR COORDINATES', 'LECTURE 18: CHANGE OF VARIABLES', 'LECTURE 19: VECTOR FIELDS', 'LECTURE 20: PATH INDEPENDENCE', 'LECTURE 21: GRADIENT FIELDS', ""LECTURE 22: GREEN'S THEOREM"", 'LECTURE 23: FLUX', 'LECTURE 24: SIMPLY CONNECTED REGIONS', 'LECTURE 25: TRIPLE INTEGRALS', 'LECTURE 26: SPHERICAL COORDINATES', 'LECTURE 27: VECTOR FIELDS IN 3D', 'LECTURE 28: DIVERGENCE THEOREM', 'LECTURE 29: DIVERGENCE THEOREM (CONT.)', 'LECTURE 30: LINE INTEGRALS', ""LECTURE 31: STOKES' THEOREM"", ""LECTURE 32: STOKES' THEOREM (CONT.)"", ""LECTURE 33: MAXWELL'S EQUATIONS"", 'LECTURE 34: FINAL REVIEW', 'LECTURE 35: FINAL REVIEW (CONT.)']","['PxCxlsl_YwY', '9FLItlbBUPY', 'bHdzkFrgRcA', 'YBajUR3EFSM', '57jzPlxf4fk', '0D4BbCa4gHo', 'U1EcnfTKXJ0', 'dK3NEf13nPc', 'UYe98CcxPbs', '3_goGnJm5sA', '7eZVshlT33Q', '2XraaWefBd8', '15HVevXRsBA', '23xbkrpQuAo', 'ChiM2-MV-qM', 'YP_B0AapU0c', '60e4hdCi1D4', 'UZb9hZIAvL4', 'xrypSZU8cBE', 'o7UCBjGsRTE', 'z5TPjZrsp2k', 'tYdoS0tkAHA', '_CdoRiNSrqI', 'PnPIqh7Frlw', '44R5HgbrUmc', 'RMBGQtwkoyU', 'phk05iSMezA', 'WfEQabCGAqI', 'wu8kXZSAp20', 'seO7-TwXH_I', 'tzoYhe3H5dM', 'sr7kCpzAuYw', 'BChhAS1sFvA', 'ZwpwmGP5ITM', '24v9onS9Kcg']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]"
[],[],[]
"[""LECTURE 1: THE GEOMETRICAL VIEW OF Y'= F(X,Y)"", ""LECTURE 2: EULER'S NUMERICAL METHOD FOR Y'=F(X,Y)"", 'LECTURE 3: SOLVING FIRST-ORDER LINEAR ODES', 'LECTURE 4: FIRST-ORDER SUBSTITUTION METHODS', 'LECTURE 5: FIRST-ORDER AUTONOMOUS ODES', 'LECTURE 6: COMPLEX NUMBERS AND COMPLEX EXPONENTIALS', 'LECTURE 7: FIRST-ORDER LINEAR WITH CONSTANT COEFFICIENTS', 'LECTURE 8: CONTINUATION', ""LECTURE 9: SOLVING SECOND-ORDER LINEAR ODE'S WITH CONSTANT COEFFICIENTS"", 'LECTURE 10: CONTINUATION: COMPLEX CHARACTERISTIC ROOTS', 'LECTURE 11: THEORY OF GENERAL SECOND-ORDER LINEAR HOMOGENEOUS ODES', 'LECTURE 12: CONTINUATION: GENERAL THEORY FOR INHOMOGENEOUS ODES', 'LECTURE 13: FINDING PARTICULAR SOLUTIONS TO INHOMOGENEOUS ODES', 'LECTURE 14: INTERPRETATION OF THE EXCEPTIONAL CASE: RESONANCE', 'LECTURE 15: INTRODUCTION TO FOURIER SERIES', 'LECTURE 16: CONTINUATION: MORE GENERAL PERIODS', 'LECTURE 17: FINDING PARTICULAR SOLUTIONS VIA FOURIER SERIES', 'LECTURE 19: INTRODUCTION TO THE LAPLACE TRANSFORM', 'LECTURE 20: DERIVATIVE FORMULAS', 'LECTURE 21: CONVOLUTION FORMULA', 'LECTURE 22: USING LAPLACE TRANSFORM TO SOLVE ODES WITH DISCONTINUOUS INPUTS', 'LECTURE 23: USE WITH IMPULSE INPUTS', 'LECTURE 24: INTRODUCTION TO FIRST-ORDER SYSTEMS OF ODES', 'LECTURE 25: HOMOGENEOUS LINEAR SYSTEMS WITH CONSTANT COEFFICIENTS', 'LECTURE 26: CONTINUATION: REPEATED REAL EIGENVALUES', 'LECTURE 27: SKETCHING SOLUTIONS OF 2X2 HOMOGENEOUS LINEAR SYSTEM WITH CONSTANT COEFFICIENTS', 'LECTURE 28: MATRIX METHODS FOR INHOMOGENEOUS SYSTEMS', 'LECTURE 29: MATRIX EXPONENTIALS', 'LECTURE 30: DECOUPLING LINEAR SYSTEMS WITH CONSTANT COEFFICIENTS', 'LECTURE 31: NON-LINEAR AUTONOMOUS SYSTEMS', 'LECTURE 32: LIMIT CYCLES', 'LECTURE 33: RELATION BETWEEN NON-LINEAR SYSTEMS AND FIRST-ORDER ODES']","['XDhJ8lVGbl8', 'LbKKzMag5Rc', 'tVzaX9u6YAE', 'WBJ_iXudb-s', 'te6Mplq3DCU', 'EQJBp6Ym-6A', 'SioXozu-Loo', 'MdzfsfBNJIw', 'vP-oRQqmeg4', 'YQ7HEE8-OfA', 'rZ3-nFV6l8w', 'eyNm7XGJr4s', '9KbpbBMThTE', 'Y9_zrupnz0Q', 'EWWw0jryj1A', 'xWa5_OXI6VM', 'yD0_EQLxHcw', 'sZ2qulI6GEk', 'qZHseRxAWZ8', '3ejfkMHr_DE', '_YVcjNmjHik', 'peYvLk_HZdw', 'MCrDzhpu3-s', 'heBvViSi9xQ', 'hEtWqTPPXuc', 'e3FfmXtkppM', '2SuTN8rpe4I', 'zreI4HllD80', 'uNOyxQwIV8o', 'UJG0f0BSX14', 'z-meBrqcy_I', 'kRR9EVzr4lc']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]"
[],[],[]
"['LECTURE 1: THE GEOMETRY OF LINEAR EQUATIONS', 'LECTURE 2: ELIMINATION WITH MATRICES', 'LECTURE 3: MULTIPLICATION AND INVERSE MATRICES', 'LECTURE 4: FACTORIZATION INTO A = LU', 'LECTURE 5: TRANSPOSES, PERMUTATIONS, SPACES R^N', 'LECTURE 6: COLUMN SPACE AND NULLSPACE', 'LECTURE 7: SOLVING AX = 0: PIVOT VARIABLES, SPECIAL SOLUTIONS', 'LECTURE 8: SOLVING AX = B: ROW REDUCED FORM R', 'LECTURE 9: INDEPENDENCE, BASIS, AND DIMENSION', 'LECTURE 10: THE FOUR FUNDAMENTAL SUBSPACES', 'LECTURE 11: MATRIX SPACES; RANK 1; SMALL WORLD GRAPHS', 'LECTURE 12: GRAPHS, NETWORKS, INCIDENCE MATRICES', 'LECTURE 13: QUIZ 1 REVIEW', 'LECTURE 14: ORTHOGONAL VECTORS AND SUBSPACES', 'LECTURE 15: PROJECTIONS ONTO SUBSPACES', 'LECTURE 16: PROJECTION MATRICES AND LEAST SQUARES', 'LECTURE 17: ORTHOGONAL MATRICES AND GRAM-SCHMIDT', 'LECTURE 18: PROPERTIES OF DETERMINANTS', 'LECTURE 19: DETERMINANT FORMULAS AND COFACTORS', ""LECTURE 20: CRAMER'S RULE, INVERSE MATRIX, AND VOLUME"", 'LECTURE 21: EIGENVALUES AND EIGENVECTORS', 'LECTURE 22: DIAGONALIZATION AND POWERS OF A', 'LECTURE 23: DIFFERENTIAL EQUATIONS AND EXP(AT)', 'LECTURE 24: MARKOV MATRICES; FOURIER SERIES', 'LECTURE 24B: QUIZ 2 REVIEW', 'LECTURE 25: SYMMETRIC MATRICES AND POSITIVE DEFINITENESS', 'LECTURE 26: COMPLEX MATRICES; FAST FOURIER TRANSFORM', 'LECTURE 27: POSITIVE DEFINITE MATRICES AND MINIMA', 'LECTURE 28: SIMILAR MATRICES AND JORDAN FORM', 'LECTURE 29: SINGULAR VALUE DECOMPOSITION', 'LECTURE 30: LINEAR TRANSFORMATIONS AND THEIR MATRICES', 'LECTURE 31: CHANGE OF BASIS; IMAGE COMPRESSION', 'LECTURE 32: QUIZ 3 REVIEW', 'LECTURE 33: LEFT AND RIGHT INVERSES; PSEUDOINVERSE', 'LECTURE 34: FINAL COURSE REVIEW']","['J7DzL2_Na80', 'QVKj3LADCnA', 'FX4C-JpTFgY', 'MsIvs_6vC38', 'JibVXBElKL0', '8o5Cmfpeo6g', 'VqP2tREMvt0', '9Q1q7s1jTzU', 'yjBerM5jWsc', 'nHlE7EgJFds', '2IdtqGM6KWU', '6-wh6yvk6uc', 'l88D4r74gtM', 'YzZUIYRCE38', 'Y_Ac6KiQ1t0', 'osh80YCg_GM', '0MtwqhIwdrI', 'srxexLishgY', '23LLB9mNJvc', 'QNpj-gOXW9M', 'cdZnhQjJu4I', '13r9QY6cmjc', 'IZqwi0wJovM', 'lGGDIGizcQ0', 'QuZL5IKpO_U', 'UCc9q_cAhho', 'M0Sa8fLOajA', 'vF7eyJ2g3kU', 'TSdXJw83kyA', 'TX_vooSnhm8', 'Ts3o2I8_Mxc', '0h43aV4aH7I', 'HgC1l_6ySkc', 'Go2aLo7ZOlU', 'RWvi4Vx4CDc']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]"
"['LECTURE 1: THE COLUMN SPACE OF A CONTAINS ALL VECTORS AX', 'LECTURE 2: MULTIPLYING AND FACTORING MATRICES', 'LECTURE 3: ORTHONORMAL COLUMNS IN Q GIVE Q’Q = I', 'LECTURE 4: EIGENVALUES AND EIGENVECTORS', 'LECTURE 5: POSITIVE DEFINITE AND SEMIDEFINITE MATRICES', 'LECTURE 6: SINGULAR VALUE DECOMPOSITION (SVD)', 'LECTURE 7: ECKART-YOUNG: THE CLOSEST RANK K MATRIX TO A', 'LECTURE 8: NORMS OF VECTORS AND MATRICES', 'LECTURE 9: FOUR WAYS TO SOLVE LEAST SQUARES PROBLEMS', 'LECTURE 10: SURVEY OF DIFFICULTIES WITH AX = B', 'LECTURE 11: MINIMIZING ‖X‖ SUBJECT TO AX = B', 'LECTURE 12: COMPUTING EIGENVALUES AND SINGULAR VALUES', 'LECTURE 13: RANDOMIZED MATRIX MULTIPLICATION', 'LECTURE 14: LOW RANK CHANGES IN A AND ITS INVERSE', 'LECTURE 15: MATRICES A(T) DEPENDING ON T, DERIVATIVE = DA/DT', 'LECTURE 16: DERIVATIVES OF INVERSE AND SINGULAR VALUES', 'LECTURE 17: RAPIDLY DECREASING SINGULAR VALUES', 'LECTURE 18: COUNTING PARAMETERS IN SVD, LU, QR, SADDLE POINTS', 'LECTURE 19: SADDLE POINTS CONTINUED, MAXMIN PRINCIPLE', 'LECTURE 20: DEFINITIONS AND INEQUALITIES', 'LECTURE 21: MINIMIZING A FUNCTION STEP BY STEP', 'LECTURE 22: GRADIENT DESCENT: DOWNHILL TO A MINIMUM', 'LECTURE 23: ACCELERATING GRADIENT DESCENT (USE MOMENTUM)', 'LECTURE 24: LINEAR PROGRAMMING AND TWO-PERSON GAMES', 'LECTURE 25: STOCHASTIC GRADIENT DESCENT', 'LECTURE 26: STRUCTURE OF NEURAL NETS FOR DEEP LEARNING', 'LECTURE 27: BACKPROPAGATION: FIND PARTIAL DERIVATIVES', 'LECTURE 30: COMPLETING A RANK-ONE MATRIX, CIRCULANTS!', 'LECTURE 31: EIGENVECTORS OF CIRCULANT MATRICES: FOURIER MATRIX', 'LECTURE 32: IMAGENET IS A CONVOLUTIONAL NEURAL NETWORK (CNN), THE CONVOLUTION RULE', 'LECTURE 33: NEURAL NETS AND THE LEARNING FUNCTION', 'LECTURE 34: DISTANCE MATRICES, PROCRUSTES PROBLEM', 'LECTURE 35: FINDING CLUSTERS IN GRAPHS', 'LECTURE 36: ALAN EDELMAN AND JULIA LANGUAGE']","['YiqIkSHSmyc', 'or6C4yBk_SY', 'Xa2jPbURTjQ', 'k095NdrHxY4', 'xsP-S7yKaRA', 'rYz83XPxiZo', 'Y4f7K9XF04k', 'NcPUI7aPFhA', 'ZUU57Q3CFOU', 'Z_5uLqcwDgM', 'MuEW9pG9oxE', 'd32WV1rKoVk', 'z0ykhV15wLw', 'XhSk_Lw2X_U', 'z3SmljnD_nQ', 'AdTvkFsqcDc', '9BYsNpTCZGg', 'xaSL8yFgqig', '2K7CvGnebO0', 'nrDkb2MAwSA', 'nvXRJIBOREc', 'AeRwohPuUHQ', 'wrEcHhoJxjM', 'feb9j65Iz4w', 'k3AiUhwHQ28', 'sx00s7nYmRM', 'lZrIPRnoGQQ', 'p-bXJIa7QVI', '1pFv7e9xtHo', 'hwDRfkPSXng', 'L3-WFKCW-tY', '0Qws8BuK3RQ', 'cxTmmasBiC8', 'rZS2LGiurKY']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]"
[],[],[]
"['COURSE INTRODUCTION', 'LECTURE 1: FOUR SPECIAL MATRICES', 'RECITATION 1: KEY IDEAS OF LINEAR ALGEBRA', 'LECTURE 2: DIFFERENTIAL EQNS AND DIFFERENCE EQNS', 'LECTURE 3: SOLVING A LINEAR SYSTEM', 'LECTURE 4: DELTA FUNCTION DAY', 'RECITATION 2', 'LECTURE 5: EIGENVALUES (PART 1)', 'LECTURE 6: EIGEN VALUES (PART 2) AND POSITIVE DEFINITE (PART 1)', 'LECTURE 7: POSITIVE DEFINITE DAY', 'LECTURE 8: SPRINGS AND MASSES', 'RECITATION 3', 'LECTURE 9: OSCILLATION', 'RECITATION 4', 'LECTURE 10: FINITE DIFFERENCES IN TIME', 'LECTURE 11: LEAST SQUARES (PART 2)', 'LECTURE 12: GRAPHS AND NETWORKS', 'RECITATION 5', 'LECTURE 14: EXAM REVIEW', ""LECTURE 13: KIRCHHOFF'S CURRENT LAW"", 'RECITATION 6', 'LECTURE 15: TRUSSES AND A^(T)CA', 'LECTURE 16: TRUSSES (PART 2)', 'LECTURE 17: FINITE ELEMENTS IN 1D (PART 1)', 'RECITATION 7', 'LECTURE 18: FINITE ELEMENTS IN 1D (PART 2)', 'LECTURE 19: QUADRATIC/CUBIC ELEMENTS', 'LECTURE 20: ELEMENT MATRICES; 4TH ORDER BENDING EQUATIONS', 'RECITATION 8', 'LECTURE 21: BOUNDARY CONDITIONS, SPLINES, GRADIENT, DIVERGENCE', 'RECITATION 9', 'LECTURE 22: GRADIENT AND DIVERGENCE', ""LECTURE 23: LAPLACE'S EQUATION"", 'LECTURE 25: FAST POISSON SOLVER (PART 1)', ""LECTURE 24: LAPLACE'S EQUATION (PART 2)"", 'LECTURE 27: FINITE ELEMENTS IN 2D (PART 2)', 'LECTURE 26: FAST POISSON SOLVER (PART 2); FINITE ELEMENTS IN 2D', 'RECITATION 10', 'LECTURE 28: FOURIER SERIES (PART 1)', 'LECTURE 29: FOURIER SERIES (PART 2)', 'RECITATION 11', 'LECTURE 30: DISCRETE FOURIER SERIES', 'LECTURE 31: FAST FOURIER TRANSFORM, CONVOLUTION', 'RECITATION 12', 'LECTURE 32: CONVOLUTION (PART 2), FILTERING', 'LECTURE 33: FILTERS, FOURIER INTEGRAL TRANSFORM', 'LECTURE 34: FOURIER INTEGRAL TRANSFORM (PART 2)', 'RECITATION 13', 'LECTURE 35: CONVOLUTION EQUATIONS: DECONVOLUTION', 'LECTURE 36: SAMPLING THEOREM']","['StbJIv49Aco', 'CgfkEUOFAj0', '0oBJN8F616U', '-agCn_nWztQ', '11y8_XTbwGo', '5Pw5k0z1L4Q', '_hYaOtW4XY4', 'h5KiY9lvHc4', '2Ola674-PPw', 'fR_pGtAWHpY', 'pN7zitwRq58', 'wt7UJckgvxs', '0BAMQmT-tf0', '2OmTX1AeVAg', 'V5EjSvx1vw0', 'oZnCOIbesiA', 'GQbq9G__--Y', '0egP7_kq23E', 'bciGyT6eeOE', 'Q95lUJagN0A', 'w26JaJX8GMk', 'ZOBgPxmXeVM', 'mFGdF9TAfmE', 'Vw4Gw9No008', '28tqrlZSMhk', '4B9aIlwEZcQ', 'wTM4v2gIeqk', 'PwKN0blvNkk', 'XUB7FcjaLRI', 'Siqu0aOOQCM', 'zI9cSV3QKz0', 'SreJp2U0Vio', 'mhLI51d9LDc', 'E1o1h-_4Bn4', 'uMdPZuT7f70', 'gYME3EbIqV4', 'a6sPpQXST5E', 'fJSSVcFhA0Y', 'StnOg-q2tS8', '9iJryWzLDIw', 'tkyv1D1tZGg', 'bElQTlIWCr8', 'UdpdZ0diXUg', 'JWrrPuJf2nA', '4ctngXQrmDc', 'aGnegoNe8Xo', 'Kv7eOsMVx6E', 'w0jVqJlzdI8', 'Y_lWzD2vigk', 'J0pZyXThRmM']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]"
