course_id,video_number,video_id,mit_video_title,title_on_youtube,publishing_date,view_count,expected_views
150,24.0,feb9j65Iz4w,LECTURE 24: LINEAR PROGRAMMING AND TWO-PERSON GAMES,24. Linear Programming and Two-Person Games,2019-05-16 16:29:20+00:00,47568,33375.09820079047
150,25.0,k3AiUhwHQ28,LECTURE 25: STOCHASTIC GRADIENT DESCENT,25. Stochastic Gradient Descent,2019-05-16 16:29:41+00:00,67404,24369.520770249368
150,26.0,sx00s7nYmRM,LECTURE 26: STRUCTURE OF NEURAL NETS FOR DEEP LEARNING,26. Structure of Neural Nets for Deep Learning,2019-05-16 16:33:12+00:00,43510,42282.77686294045
150,27.0,lZrIPRnoGQQ,LECTURE 27: BACKPROPAGATION: FIND PARTIAL DERIVATIVES,27. Backpropagation: Find Partial Derivatives,2019-05-16 16:32:50+00:00,45993,40881.766388560594
150,28.0,p-bXJIa7QVI,"LECTURE 30: COMPLETING A RANK-ONE MATRIX, CIRCULANTS!","Lecture 30: Completing a Rank-One Matrix, Circulants!",2019-05-16 16:33:44+00:00,18976,43400.901286683235
150,29.0,1pFv7e9xtHo,LECTURE 31: EIGENVECTORS OF CIRCULANT MATRICES: FOURIER MATRIX,31. Eigenvectors of Circulant Matrices: Fourier Matrix,2019-05-16 16:43:40+00:00,29062,15752.920462743736
150,30.0,hwDRfkPSXng,"LECTURE 32: IMAGENET IS A CONVOLUTIONAL NEURAL NETWORK (CNN), THE CONVOLUTION RULE","Lecture 32: ImageNet is a Convolutional Neural Network (CNN), The Convolution Rule",2019-05-16 16:44:11+00:00,28755,36969.010710095725
150,31.0,L3-WFKCW-tY,LECTURE 33: NEURAL NETS AND THE LEARNING FUNCTION,33. Neural Nets and the Learning Function,2019-05-16 16:44:37+00:00,35059,26068.465946130087
150,32.0,0Qws8BuK3RQ,"LECTURE 34: DISTANCE MATRICES, PROCRUSTES PROBLEM","34. Distance Matrices, Procrustes Problem",2019-05-16 16:45:10+00:00,20440,26864.643858794185
150,33.0,cxTmmasBiC8,LECTURE 35: FINDING CLUSTERS IN GRAPHS,35. Finding Clusters in Graphs,2019-05-16 16:45:36+00:00,70605,22320.453643182773
150,34.0,rZS2LGiurKY,LECTURE 36: ALAN EDELMAN AND JULIA LANGUAGE,Lecture 36: Alan Edelman and Julia Language,2019-05-16 16:45:57+00:00,47834,36685.70733522243
152,2.0,CgfkEUOFAj0,LECTURE 1: FOUR SPECIAL MATRICES,"Lec 1 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 05:05:47+00:00,396008,26958.56040130236
152,3.0,0oBJN8F616U,RECITATION 1: KEY IDEAS OF LINEAR ALGEBRA,"Rec 1 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 18:30:37+00:00,218893,62124.65279621082
152,4.0,-agCn_nWztQ,LECTURE 2: DIFFERENTIAL EQNS AND DIFFERENCE EQNS,"Lec 2 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 04:16:03+00:00,91591,70586.90022314768
152,5.0,11y8_XTbwGo,LECTURE 3: SOLVING A LINEAR SYSTEM,"Lec 3 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 04:18:16+00:00,57040,53213.21394772061
152,6.0,5Pw5k0z1L4Q,LECTURE 4: DELTA FUNCTION DAY,"Lec 4 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 07:17:52+00:00,47729,58593.74530874144
152,7.0,_hYaOtW4XY4,RECITATION 2,"Rec 2 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 04:23:44+00:00,28646,38991.54672847304
152,8.0,h5KiY9lvHc4,LECTURE 5: EIGENVALUES (PART 1),"Lec 5 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 18:17:26+00:00,47649,24465.597553938467
152,9.0,2Ola674-PPw,LECTURE 6: EIGEN VALUES (PART 2) AND POSITIVE DEFINITE (PART 1),"Lec 6 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 04:48:53+00:00,31147,30939.34459478405
152,10.0,fR_pGtAWHpY,LECTURE 7: POSITIVE DEFINITE DAY,"Lec 7 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 04:54:00+00:00,26537,34488.95829429371
152,11.0,pN7zitwRq58,LECTURE 8: SPRINGS AND MASSES,"Lec 8 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 05:20:20+00:00,26874,21302.35277197336
152,12.0,wt7UJckgvxs,RECITATION 3,"Rec 3 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 05:10:32+00:00,17950,23995.225339925222
152,13.0,0BAMQmT-tf0,LECTURE 9: OSCILLATION,"Lec 9 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 04:50:59+00:00,25637,19149.36504759741
152,14.0,2OmTX1AeVAg,RECITATION 4,"Rec 4 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 05:13:51+00:00,18242,19779.278875328473
152,15.0,V5EjSvx1vw0,LECTURE 10: FINITE DIFFERENCES IN TIME,"Lec 10 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25 03:52:06+00:00,28315,18061.11790068333
152,16.0,oZnCOIbesiA,LECTURE 11: LEAST SQUARES (PART 2),"Lec 11 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:06:29+00:00,26030,16270.80961911651
152,17.0,GQbq9G__--Y,LECTURE 12: GRAPHS AND NETWORKS,"Lec 12 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 08:14:11+00:00,21144,18908.809184271682
152,18.0,0egP7_kq23E,RECITATION 5,"Rec 5 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 10:32:50+00:00,11504,15901.44101322735
152,19.0,bciGyT6eeOE,LECTURE 14: EXAM REVIEW,"Lec 14 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:11:09+00:00,16292,22896.963824097653
152,20.0,Q95lUJagN0A,LECTURE 13: KIRCHHOFF'S CURRENT LAW,"Lec 13 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 09:29:27+00:00,20850,13678.712057743893
152,21.0,w26JaJX8GMk,RECITATION 6,"Rec 6 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 09:14:52+00:00,10586,15871.318090216157
152,22.0,ZOBgPxmXeVM,LECTURE 15: TRUSSES AND A^(T)CA,"Lec 15 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 06:45:10+00:00,16935,20427.16340707103
152,23.0,mFGdF9TAfmE,LECTURE 16: TRUSSES (PART 2),"Lec 16 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:57:17+00:00,14991,11673.331563263107
152,24.0,Vw4Gw9No008,LECTURE 17: FINITE ELEMENTS IN 1D (PART 1),"Lec 17 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:18:13+00:00,34165,19766.45051150211
152,25.0,28tqrlZSMhk,RECITATION 7,"Rec 7 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 08:32:53+00:00,10534,19934.158656022064
152,26.0,4B9aIlwEZcQ,LECTURE 18: FINITE ELEMENTS IN 1D (PART 2),"Lec 18 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:22:39+00:00,21047,19342.63292688978
152,27.0,wTM4v2gIeqk,LECTURE 19: QUADRATIC/CUBIC ELEMENTS,"Lec 19 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 08:21:44+00:00,16831,15498.389536152128
152,28.0,PwKN0blvNkk,LECTURE 20: ELEMENT MATRICES; 4TH ORDER BENDING EQUATIONS,"Lec 20 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 10:52:33+00:00,17986,19237.915085152104
152,29.0,XUB7FcjaLRI,RECITATION 8,"Rec 8 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 06:51:55+00:00,11182,19801.866932989327
152,30.0,Siqu0aOOQCM,"LECTURE 21: BOUNDARY CONDITIONS, SPLINES, GRADIENT, DIVERGENCE","Lec 21 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:55:32+00:00,26916,16725.9262836154
152,31.0,zI9cSV3QKz0,RECITATION 9,"Rec 9 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:18:11+00:00,11155,16790.89709446941
152,32.0,SreJp2U0Vio,LECTURE 22: GRADIENT AND DIVERGENCE,"Lec 22 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:41:05+00:00,21274,21758.741807862083
152,33.0,mhLI51d9LDc,LECTURE 23: LAPLACE'S EQUATION,"Lec 23 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 07:14:52+00:00,22803,15380.18217480238
152,34.0,E1o1h-_4Bn4,LECTURE 25: FAST POISSON SOLVER (PART 1),"Lec 25 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:29:29+00:00,17684,14529.964709065773
152,35.0,uMdPZuT7f70,LECTURE 24: LAPLACE'S EQUATION (PART 2),"Lec 24 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-05 08:16:52+00:00,19475,17144.81553624612
152,36.0,gYME3EbIqV4,LECTURE 27: FINITE ELEMENTS IN 2D (PART 2),"Lec 27 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 06:01:01+00:00,20006,15653.418538785701
152,37.0,a6sPpQXST5E,LECTURE 26: FAST POISSON SOLVER (PART 2); FINITE ELEMENTS IN 2D,"Lec 26 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:27:07+00:00,28612,15193.497119959373
152,38.0,fJSSVcFhA0Y,RECITATION 10,"Rec 10 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:40:22+00:00,9094,21479.058728805525
152,39.0,StnOg-q2tS8,LECTURE 28: FOURIER SERIES (PART 1),"Lec 28 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:50:18+00:00,29102,10283.405200169118
152,40.0,9iJryWzLDIw,LECTURE 29: FOURIER SERIES (PART 2),"Lec 29 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:31:46+00:00,21366,12943.580106431751
152,41.0,tkyv1D1tZGg,RECITATION 11,"Rec 11 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 06:24:57+00:00,10423,13937.313960030508
152,42.0,bElQTlIWCr8,LECTURE 30: DISCRETE FOURIER SERIES,"Lec 30 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:06:42+00:00,26395,16110.491484805849
152,43.0,UdpdZ0diXUg,"LECTURE 31: FAST FOURIER TRANSFORM, CONVOLUTION","Lec 31 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:39:59+00:00,20299,13327.1896364723
152,44.0,JWrrPuJf2nA,RECITATION 12,"Rec 12 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:04:18+00:00,9325,15823.237059913432
152,45.0,4ctngXQrmDc,"LECTURE 32: CONVOLUTION (PART 2), FILTERING","Lec 32 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:55:00+00:00,14766,20692.839615177458
152,46.0,aGnegoNe8Xo,"LECTURE 33: FILTERS, FOURIER INTEGRAL TRANSFORM","Lec 33 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 07:41:16+00:00,18906,14419.615575494396
152,47.0,Kv7eOsMVx6E,LECTURE 34: FOURIER INTEGRAL TRANSFORM (PART 2),"Lec 34 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:55:33+00:00,16301,13702.418547211608
152,48.0,w0jVqJlzdI8,RECITATION 13,"Rec 13 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:23:33+00:00,7575,19703.153804657213
152,49.0,Y_lWzD2vigk,LECTURE 35: CONVOLUTION EQUATIONS: DECONVOLUTION,"Lec 35 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:55:52+00:00,18975,6975.630795502352
152,50.0,J0pZyXThRmM,LECTURE 36: SAMPLING THEOREM,"Lec 36 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-03-20 05:24:27+00:00,19215,11841.414520157308
153,2.0,nlO9ci0kPLg,"LECTURE 2: FINITE DIFFERENCES, ACCURACY, STABILITY, CONVERGENCE",Lec 2 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:04:44+00:00,38735,83727.8693408842
153,3.0,dxNyJxI_2eI,LECTURE 3: THE ONE-WAY WAVE EQUATION AND CFL / VON NEUMANN STABILITY,Lec 3 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:11:04+00:00,25119,30991.07577329745
153,4.0,HHwDX-3IPT0,LECTURE 4: COMPARISON OF METHODS FOR THE WAVE EQUATION,Lec 4 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:01:30+00:00,18958,21122.640589894083
153,5.0,0aa6fUHTTeU,LECTURE 5: SECOND-ORDER WAVE EQUATION (INCLUDING LEAPFROG),Lec 5 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:04:54+00:00,13725,14342.807399429295
153,6.0,ZPmBMd6OZeQ,"LECTURE 6: WAVE PROFILES, HEAT EQUATION / POINT SOURCE","6. Wave Profiles, Heat Equation / point source",2016-12-07 22:39:43+00:00,7611,15854.006122724484
153,7.0,ByGXz_uHEdM,LECTURE 7: FINITE DIFFERENCES FOR THE HEAT EQUATION,Lec 7 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:14:50+00:00,13705,13632.891272835841
153,8.0,FrrTXj13DNk,LECTURE 8: CONVECTION-DIFFUSION / CONSERVATION LAWS,Lec 8 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:00:16+00:00,11793,8743.054036663041
153,9.0,sleOqiMUTXE,LECTURE 9: CONSERVATION LAWS / ANALYSIS / SHOCKS,Lec 9 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:04:44+00:00,15045,28619.77741556729
153,10.0,NpTzMWTYbM8,LECTURE 10: SHOCKS AND FANS FROM POINT SOURCE,Lec 10 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:07:59+00:00,10789,14574.63455267337
153,11.0,ZpOJJk6en2o,LECTURE 11: LEVEL SET METHOD,Lec 11 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:05:08+00:00,21331,23962.846746242612
153,12.0,r1-r1t5i58g,"LECTURE 12: MATRICES IN DIFFERENCE EQUATIONS (1D, 2D, 3D)",Lec 12 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:02:19+00:00,10698,16307.725239135532
153,13.0,S6dw885-SZI,LECTURE 13: ELIMINATION WITH REORDERING: SPARSE MATRICES,Lec 13 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:06:22+00:00,10714,17011.896857743617
153,14.0,pEuuJ5E7ZS0,LECTURE 14: FINANCIAL MATHEMATICS / BLACK-SCHOLES EQUATION,Lec 14 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:20:51+00:00,28680,13710.178348105797
153,15.0,LtNVodIs1dI,LECTURE 15: ITERATIVE METHODS AND PRECONDITIONERS,Lec 15 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:05:43+00:00,18864,13790.338152613554
153,16.0,XPo4dHK48Nw,LECTURE 16: GENERAL METHODS FOR SPARSE SYSTEMS,Lec 16 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:01:55+00:00,12513,16346.01820326512
153,17.0,Y25UBGeu_2g,LECTURE 17: MULTIGRID METHODS,Lec 17 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:00:16+00:00,14498,14248.91382878474
153,18.0,vIydsgrYGIY,LECTURE 18: KRYLOV METHODS / MULTIGRID CONTINUED,Lec 18 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:24:24+00:00,19607,16570.79008681978
153,19.0,zha1744fTRs,LECTURE 19: CONJUGATE GRADIENT METHOD,Lec 19 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:06:44+00:00,50445,15032.116458650544
153,20.0,kyx2QgGkEpc,LECTURE 20: FAST POISSON SOLVER,Lec 20 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:23:38+00:00,9396,20934.449382389073
153,21.0,7dVYOOHB4g4,LECTURE 21: OPTIMIZATION WITH CONSTRAINTS,Lec 21 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:04:08+00:00,13496,14122.073904459434
153,22.0,zIK5EnoiLL0,LECTURE 22: WEIGHTED LEAST SQUARES,Lec 22 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:07:55+00:00,10811,26825.751509640762
153,23.0,94nmfDkTL-E,LECTURE 23: CALCULUS OF VARIATIONS / WEAK FORM,Lec 23 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:08:31+00:00,48602,16978.00349833781
153,24.0,c9XosfcouiM,LECTURE 24: ERROR ESTIMATES / PROJECTIONS,Lec 24 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:33:28+00:00,8226,15867.425412400382
153,25.0,j-C6QC5ufSw,LECTURE 25: SADDLE POINTS / INF-SUP CONDITION,Lec 25 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:14:15+00:00,8301,13972.199047822425
153,26.0,xzUOJ-uQ8F0,LECTURE 26: TWO SQUARES / EQUALITY CONSTRAINT BU = D,Lec 26 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:00:52+00:00,7069,10855.264370022931
153,27.0,iVUsEwSg-lw,LECTURE 27: REGULARIZATION BY PENALTY TERM,Lec 27 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:40:59+00:00,7179,10728.574684983812
153,28.0,fpwsw7SdkyY,LECTURE 28: LINEAR PROGRAMMING AND DUALITY,Lec 28 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:09:30+00:00,22008,7437.296090942354
153,29.0,NEsObJTwDXI,LECTURE 29: DUALITY PUZZLE / INVERSE PROBLEM / INTEGRAL EQUATIONS,Lec 29 | MIT 18.086 Mathematical Methods for Engineers II,2008-05-19 19:14:49+00:00,15973,14115.54825669518
156,2.0,YAo1sd4kuOQ,LECTURE 2: FORBIDDING A SUBGRAPH I: MANTEL’S THEOREM AND TURÁN’S THEOREM,2. Forbidding a subgraph I: Mantel's theorem and Turán's theorem,2020-05-12 18:00:15+00:00,11863,26949.660123941536
156,3.0,hDwkKrWqdZE,LECTURE 3: FORBIDDING A SUBGRAPH II: COMPLETE BIPARTITE SUBGRAPH,3. Forbidding a subgraph II: complete bipartite subgraph,2020-05-12 18:00:04+00:00,5835,12011.792315501803
156,4.0,4LYom0ekars,LECTURE 4: FORBIDDING A SUBGRAPH III: ALGEBRAIC CONSTRUCTIONS,4. Forbidding a subgraph III: algebraic constructions,2020-05-12 18:00:30+00:00,3505,8284.67835839814
156,5.0,NpMv0Nqmy3c,LECTURE 5: FORBIDDING A SUBGRAPH IV: DEPENDENT RANDOM CHOICE,5. Forbidding a subgraph IV: dependent random choice,2020-05-12 18:00:04+00:00,2543,4378.623696797482
156,6.0,vcsxCFSLyP8,LECTURE 6: SZEMERÉDI’S GRAPH REGULARITY LEMMA I: STATEMENT AND PROOF,6. Szemerédi's graph regularity lemma I: statement and proof,2020-05-12 18:00:23+00:00,4880,3106.3773950574187
156,7.0,RD9AWDdj-Yk,LECTURE 7: SZEMERÉDI’S GRAPH REGULARITY LEMMA II: TRIANGLE REMOVAL LEMMA,7. Szemerédi's graph regularity lemma II: triangle removal lemma,2020-05-12 18:00:04+00:00,2814,6278.714738765611
156,8.0,oiKLWa_0dhs,LECTURE 8: SZEMERÉDI’S GRAPH REGULARITY LEMMA III: FURTHER APPLICATIONS,8. Szemerédi's graph regularity lemma III: further applications,2020-05-12 18:00:04+00:00,1898,3965.138584704704
156,9.0,3IxWLibV_tU,LECTURE 9: SZEMERÉDI’S GRAPH REGULARITY LEMMA IV: INDUCED REMOVAL LEMMA,9. Szemerédi's graph regularity lemma IV: induced removal lemma,2020-05-12 18:00:19+00:00,1554,2471.0609965832605
156,10.0,rBUFitIoE14,LECTURE 10: SZEMERÉDI’S GRAPH REGULARITY LEMMA V: HYPERGRAPH REMOVAL AND SPECTRAL PROOF,10. Szemerédi's graph regularity lemma V: hypergraph removal and spectral proof,2020-05-12 18:00:04+00:00,1520,1875.8967659612385
156,11.0,TgPcNnUrE24,LECTURE 11: PSEUDORANDOM GRAPHS I: QUASIRANDOMNESS,11. Pseudorandom graphs I: quasirandomness,2020-05-12 18:00:19+00:00,2179,2013.1531569734113
156,12.0,Rlvwagd2BmY,LECTURE 12: PSEUDORANDOM GRAPHS II: SECOND EIGENVALUE,12. Pseudorandom graphs II: second eigenvalue,2020-05-12 18:00:29+00:00,2225,2819.525883768017
156,13.0,EnPjyNsEHQM,LECTURE 13: SPARSE REGULARITY AND THE GREEN-TAO THEOREM,13. Sparse regularity and the Green-Tao theorem,2020-05-12 18:00:23+00:00,2360,2517.7073971483546
156,14.0,P3tGiT72APw,LECTURE 14: GRAPH LIMITS I: INTRODUCTION,14. Graph limits I: introduction,2020-05-12 18:00:34+00:00,6650,2622.5531874948433
156,15.0,9gy-CAwx0Ls,LECTURE 15: GRAPH LIMITS II: REGULARITY AND COUNTING,15. Graph limits II: regularity and counting,2020-05-12 18:00:04+00:00,1951,3909.4337958343217
156,16.0,nCWwhF0TkVI,LECTURE 16: GRAPH LIMITS III: COMPACTNESS AND APPLICATIONS,16. Graph limits III: compactness and applications,2020-05-12 18:00:20+00:00,1573,3003.504929278234
156,17.0,mJziV7sAZm4,LECTURE 17: GRAPH LIMITS IV: INEQUALITIES BETWEEN SUBGRAPH DENSITIES,17. Graph limits IV: inequalities between subgraph densities,2020-05-12 18:00:04+00:00,1198,1876.38765691953
156,18.0,buEtwpGvQpI,LECTURE 18: ROTH’S THEOREM I: FOURIER ANALYTIC PROOF OVER FINITE FIELD,18. Roth's theorem I: Fourier analytic proof over finite field,2020-05-12 18:00:04+00:00,2410,1495.0410121259727
156,19.0,50oEJs-HZHQ,LECTURE 19: ROTH’S THEOREM II: FOURIER ANALYTIC PROOF IN THE INTEGERS,19. Roth's theorem II: Fourier analytic proof in the integers,2020-05-12 18:00:17+00:00,1922,4243.74857323003
156,20.0,DUA6lk7X2VY,LECTURE 20: ROTH’S THEOREM III: POLYNOMIAL METHOD AND ARITHMETIC REGULARITY,20. Roth's theorem III: polynomial method and arithmetic regularity,2020-05-12 18:00:04+00:00,1647,2278.149389078408
156,21.0,oLwZFBZylUw,LECTURE 21: STRUCTURE OF SET ADDITION I: INTRODUCTION TO FREIMAN’S THEOREM,21. Structure of set addition I: introduction to Freiman's theorem,2020-05-12 18:00:28+00:00,1588,1689.8174387419742
156,22.0,RwikpgvkN_o,LECTURE 22: STRUCTURE OF SET ADDITION II: GROUPS OF BOUNDED EXPONENT AND MODELING LEMMA,22. Structure of set addition II: groups of bounded exponent and modeling lemma,2020-05-12 18:00:25+00:00,1356,1957.4651271472446
156,23.0,BatYGepHsnc,LECTURE 23: STRUCTURE OF SET ADDITION III: BOGOLYUBOV’S LEMMA AND THE GEOMETRY OF NUMBERS,23. Structure of set addition III: Bogolyubov's lemma and the geometry of numbers,2020-05-12 18:00:04+00:00,1086,1905.9203054849288
156,24.0,IfwfCe-JZaI,LECTURE 24: STRUCTURE OF SET ADDITION IV: PROOF OF FREIMAN’S THEOREM,24. Structure of set addition IV: proof of Freiman's theorem,2020-05-12 18:00:04+00:00,1282,1717.4264905408143
156,25.0,MlYhHsq_tOU,LECTURE 25: STRUCTURE OF SET ADDITION V: ADDITIVE ENERGY AND BALOG-SZEMERÉDI-GOWERS THEOREM,25. Structure of set addition V: additive energy and Balog-Szemerédi-Gowers theorem,2020-05-12 18:00:32+00:00,3290,1775.7589867062716
156,26.0,ydyiq1Z22gc,LECTURE 26: SUM-PRODUCT PROBLEM AND INCIDENCE GEOMETRY,26. Sum-product problem and incidence geometry,2020-05-12 18:00:04+00:00,2146,2673.568381869279
157,2.0,oNsscmUwjMU,"LECTURE 2: NONDETERMINISM, CLOSURE PROPERTIES, REGULAR EXPRESSIONS → FINITE AUTOMATA","2. Nondeterminism, Closure Properties, Conversion of Regular Expressions to FA",2021-10-06 12:44:33+00:00,41783,604293.2319283548
157,3.0,KAySmSEGc9U,"LECTURE 3: REGULAR PUMPING LEMMA, FINITE AUTOMATA → REGULAR EXPRESSIONS, CFGS","3. Regular Pumping Lemma, Conversion of FA to Regular Expressions",2021-10-06 12:46:14+00:00,33162,30055.83015922079
157,4.0,m9eHViDPAJQ,"LECTURE 4: PUSHDOWN AUTOMATA, CFG ↔ PDA","4. Pushdown Automata, Conversion of CFG to PDA and Reverse Conversion",2021-10-06 12:44:33+00:00,31459,24848.722488604843
157,5.0,IycOPFmEQk8,"LECTURE 5: CF PUMPING LEMMA, TURING MACHINES","5. CF Pumping Lemma, Turing Machines",2021-10-06 12:47:06+00:00,26351,25104.195173550004
157,6.0,TTArY7ojshU,"LECTURE 6: TM VARIANTS, CHURCH-TURING THESIS","6. TM Variants, Church-Turing Thesis",2021-10-06 12:44:38+00:00,19155,24906.051311400854
157,7.0,4MgN6uxd4i4,LECTURE 7: DECISION PROBLEMS FOR AUTOMATA AND GRAMMARS,7. Decision Problems for Automata and Grammars,2021-10-06 12:45:14+00:00,15230,12239.69135570007
157,8.0,3PzuSPQPEU4,LECTURE 8: UNDECIDABILITY,8. Undecidability,2021-10-06 12:44:37+00:00,16482,11813.869103929863
157,9.0,N28g_YBXY8Y,LECTURE 9: REDUCIBILITY,9. Reducibility,2021-10-06 12:46:14+00:00,16924,10777.138756177268
157,10.0,MGqoLm2aAgc,LECTURE 10: COMPUTATION HISTORY METHOD,10. Computation History Method,2021-10-06 12:44:33+00:00,7905,14857.546297809075
157,11.0,N-_XmLanPYg,LECTURE 11: RECURSION THEOREM AND LOGIC,11. Recursion Theorem and Logic,2021-10-06 12:44:34+00:00,9293,14179.72728606658
157,12.0,asjAc90L8rE,LECTURE 12: TIME COMPLEXITY,12. Time Complexity,2021-10-06 12:44:40+00:00,15000,9914.515693903428
157,13.0,1VhnDdQsELo,"LECTURE 14: P AND NP, SAT, POLY-TIME REDUCIBILITY","14. P and NP, SAT, Poly-Time Reducibility",2021-10-06 12:45:48+00:00,13253,8489.502571122233
157,14.0,iZPzBHGDsWI,LECTURE 15: NP-COMPLETENESS,15. NP-Completeness,2021-10-06 12:44:33+00:00,10016,14136.153149397305
157,15.0,6Az1gtDRaAU,LECTURE 16: COOK-LEVIN THEOREM,16. Cook-Levin Theorem,2021-10-06 12:44:33+00:00,9520,9823.386102525108
157,16.0,cT_qwkTigv4,"LECTURE 17: SPACE COMPLEXITY, PSPACE, SAVITCH'S THEOREM","17. Space Complexity, PSPACE, Savitch's Theorem",2021-10-06 12:45:17+00:00,7155,11783.98743902256
157,17.0,aVv9WXwW95w,LECTURE 18: PSPACE-COMPLETENESS,18. PSPACE-Completeness,2021-10-06 12:44:33+00:00,4255,8934.196684279284
157,18.0,4dFPVJrNLDs,"LECTURE 19: GAMES, GENERALIZED GEOGRAPHY","19. Games, Generalized Geography",2021-10-06 12:45:20+00:00,4577,4101.6346868132105
157,19.0,q3xvno_KgRY,"LECTURE 20: L AND NL, NL = CONL","20. L and NL, NL = coNL",2021-10-06 12:45:34+00:00,4642,4559.14560709425
