video_titles,video_number,course_id,video_id,publishing_date,view_count,title_on_youtube,last_updated
LECTURE 10: ATOMS IN EXTERNAL FIELDS II,10.0,93,zMlEb29UlKw,2015-03-23T21:36:06Z,6027,10. Atoms in External Fields II,2023-06-02 16:39:52.363448
LECTURE 11: ATOMS IN EXTERNAL FIELDS III,11.0,93,jgSn1mB8uSI,2015-03-23T21:36:05Z,7848,11. Atoms in External Fields III,2023-06-02 16:39:52.363448
LECTURE 12: ATOMS IN EXTERNAL FIELDS IV AND ATOM-LIGHT INTERACTIONS I,12.0,93,4fZPNSMiRvk,2015-03-23T21:36:06Z,7312,12. Atoms in External Fields IV and Atom-light Interactions I,2023-06-02 16:39:52.363448
LECTURE 13: ATOM-LIGHT INTERACTIONS II,13.0,93,kWNv0-0tlAw,2015-03-23T21:36:04Z,6209,13. Atom-light Interactions II,2023-06-02 16:39:52.363448
LECTURE 14: ATOM-LIGHT INTERACTIONS III,14.0,93,nSxRp52JkKY,2015-03-23T21:36:06Z,4392,14. Atom-light Interactions III,2023-06-02 16:39:52.363448
LECTURE 15: ATOM-LIGHT INTERACTIONS IV,15.0,93,JFSRqIozgh0,2015-03-23T21:36:06Z,5724,15. Atom-light Interactions IV,2023-06-02 16:39:52.363448
LECTURE 16: ATOM-LIGHT INTERACTIONS V,16.0,93,MVOJloovd18,2015-03-23T21:36:07Z,7391,16. Atom-light Interactions V,2023-06-02 16:39:52.363448
LECTURE 17: ATOM-LIGHT INTERACTIONS VI AND LINE BROADENING I,17.0,93,o3Oog9I25dA,2015-03-23T21:36:05Z,4551,17. Atom-light Interactions VI and Line Broadening I,2023-06-02 16:39:52.363448
LECTURE 18: LINE BROADENING II,18.0,93,OIis_b2bSVo,2015-03-23T21:36:06Z,6896,18. Line Broadening II,2023-06-02 16:39:52.363448
LECTURE19: LINE BROADENING III,19.0,93,godnGvjmGZc,2015-03-23T21:36:04Z,3200,19. Line Broadening III,2023-06-02 16:39:52.363448
LECTURE 20: LINE BROADENING IV AND TWO-PHOTON EXCITATION I,20.0,93,Fnsu19QD1D8,2015-03-23T21:36:06Z,4273,20. Line Broadening IV and Two-photon Excitation I,2023-06-02 16:39:52.363448
LECTURE 21: TWO-PHOTON EXCITATION II AND COHERENCE I,21.0,93,zlaRnrjcjmw,2015-03-23T21:36:07Z,10573,21. Two-photon Excitation II and Coherence I,2023-06-02 16:39:52.363448
LECTURE 22: COHERENCE II,22.0,93,EfuSYmCQSY8,2015-03-23T21:36:05Z,6014,22. Coherence II,2023-06-02 16:39:52.363448
LECTURE 23: COHERENCE III,23.0,93,pQ10vZKnttA,2015-03-23T21:36:06Z,3666,23. Coherence III,2023-06-02 16:39:52.363448
LECTURE 24: COHERENCE IV,24.0,93,Y7UsD2SNIIw,2015-03-23T21:36:05Z,4504,24. Coherence IV,2023-06-02 16:39:52.363448
LECTURE 25: COHERENCE V,25.0,93,NOE2GDmSbDQ,2015-03-23T21:36:07Z,4229,25. Coherence V,2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION TO ATOMIC PHYSICS,1.0,94,Agu68RGaoWM,2014-07-11T19:33:32Z,118672,1. Introduction to Atomic Physics,2023-06-02 16:39:52.363448
LECTURE 2: QED HAMILTONIAN,2.0,94,s83SihcFfYo,2014-07-11T19:32:48Z,25085,2. QED Hamiltonian,2023-06-02 16:39:52.363448
"LECTURE 3: QUANTUM DESCRIPTION OF LIGHT, PART 1",3.0,94,k7DskqekDZk,2014-07-11T19:32:41Z,26362,"3. Quantum description of light, Part 1",2023-06-02 16:39:52.363448
"LECTURE 3: QUANTUM DESCRIPTION OF LIGHT, PART 2",4.0,94,r6OUO3an7-0,2014-07-11T19:32:32Z,8476,"3. Quantum description of light, Part 2",2023-06-02 16:39:52.363448
"LECTURE 4: NON-CLASSICAL LIGHT, SQUEEZING, PART 1",5.0,94,QE-9hHvOles,2014-07-11T19:32:21Z,21260,"4. Non-classical light, squeezing, Part 1",2023-06-02 16:39:52.363448
"LECTURE 4: NON-CLASSICAL LIGHT, SQUEEZING, PART 2",6.0,94,zfBXJQ-i6p8,2014-07-11T19:32:15Z,8530,"4. Non-classical light, squeezing, Part 2",2023-06-02 16:39:52.363448
"LECTURE 5: SINGLE PHOTONS, PART 1",7.0,94,TJUXTASd0g0,2014-07-11T19:32:08Z,17811,"5. Single photons, Part 1",2023-06-02 16:39:52.363448
"LECTURE 5: SINGLE PHOTONS, PART 2",8.0,94,sYS3OCiLDzA,2014-07-11T19:32:03Z,4822,"5. Single photons, Part 2",2023-06-02 16:39:52.363448
LECTURE 6: ENTANGLED STATES,9.0,94,8NiJSP-iE74,2014-07-11T19:31:58Z,7343,6. Entangled states,2023-06-02 16:39:52.363448
"LECTURE 7: METROLOGY, SHOT NOISE AND HEISENBERG LIMIT, PART 1",10.0,94,hmAp4ASxmKs,2014-07-11T19:31:45Z,8094,"7. Metrology, shot noise and Heisenberg limit, Part 1",2023-06-02 16:39:52.363448
"LECTURE 7: METROLOGY, SHOT NOISE AND HEISENBERG LIMIT, PART 2",11.0,94,A75xAGO3ZEY,2014-07-11T19:31:40Z,3490,"7. Metrology, shot noise and Heisenberg limit, Part 2",2023-06-02 16:39:52.363448
LECTURE 8: G(2) FOR ATOMS AND LIGHT,12.0,94,Ef1eG33K_V0,2014-07-11T19:31:35Z,5694,8. g(2) for atoms and light,2023-06-02 16:39:52.363448
LECTURE 9: DIAGRAMS FOR LIGHT-ATOM INTERACTIONS,13.0,94,D7APJXFJsbc,2014-07-11T19:31:31Z,2929,9. Diagrams for light-atom interactions,2023-06-02 16:39:52.363448
LECTURE 10: VAN DER WAALS AND CASIMIR INTERACTIONS,14.0,94,RjcU0OydPcE,2014-07-11T19:31:27Z,5039,10. van der Waals and Casimir interactions,2023-06-02 16:39:52.363448
LECTURE 11: CASIMIR FORCE,15.0,94,q5iBqycJuqU,2014-07-11T19:31:22Z,5782,11. Casimir force,2023-06-02 16:39:52.363448
LECTURE 12: RESONANT INTERACTIONS,16.0,94,ZEmvTidO7k4,2014-07-11T19:31:16Z,4693,12. Resonant interactions,2023-06-02 16:39:52.363448
LECTURE 13: DERIVATION OF OPTICAL BLOCH EQUATIONS,17.0,94,RITcQMokTJs,2014-07-11T19:31:11Z,11391,13. Derivation of optical Bloch equations,2023-06-02 16:39:52.363448
"LECTURE 14: SOLUTIONS OF OPTICAL BLOCH EQUATIONS, PART 1",18.0,94,T1KLrKvCGbA,2014-07-11T19:31:07Z,5481,"14. Solutions of optical Bloch equations, Part 1",2023-06-02 16:39:52.363448
"LECTURE 14: SOLUTIONS OF OPTICAL BLOCH EQUATIONS, PART 2",19.0,94,O92M9n8uIGY,2014-07-11T19:31:03Z,2953,"14. Solutions of optical Bloch equations, Part 2",2023-06-02 16:39:52.363448
LECTURE 15: UNRAVELING OPEN SYSTEM QUANTUM DYNAMICS,20.0,94,vFmdogFFcko,2014-07-11T19:30:55Z,9639,15. Unraveling Open System Quantum Dynamics,2023-06-02 16:39:52.363448
"LECTURE 16: LIGHT FORCES, PART 1",21.0,94,vyDnTx4gTis,2014-07-11T19:30:48Z,3266,"16. Light forces, Part 1",2023-06-02 16:39:52.363448
"LECTURE 16: LIGHT FORCES, PART 2",22.0,94,r_fWDSikuNQ,2014-07-11T19:30:34Z,2254,"16. Light forces, Part 2",2023-06-02 16:39:52.363448
"LECTURE 17: DRESSED ATOM, PART 1",23.0,94,k0X7iSaPM38,2014-07-11T19:30:26Z,4056,"17. Dressed atom, Part 1",2023-06-02 16:39:52.363448
"LECTURE 17: DRESSED ATOM, PART 2",24.0,94,j8Wg9c9aWV8,2014-07-11T19:30:21Z,2193,"17. Dressed atom, Part 2",2023-06-02 16:39:52.363448
LECTURE 18: TECHNIQUES FOR ULTRALOW TEMPERATURES,25.0,94,FU3P-vnGSZ0,2014-07-11T19:27:04Z,4539,18. Techniques for ultralow temperatures,2023-06-02 16:39:52.363448
LECTURE19: BOSE GASES,26.0,94,Ih01TfuEfqU,2014-07-11T19:26:57Z,9980,19. Bose gases,2023-06-02 16:39:52.363448
"LECTURE 20: FERMI GASES, BEC-BCS CROSSOVER",27.0,94,O_zjGYvP4Ps,2014-07-11T19:26:50Z,13469,"20. Fermi gases, BEC-BCS crossover",2023-06-02 16:39:52.363448
LECTURE 21: ION TRAPPING AND QUANTUM GATES,28.0,94,lJOuPmI--5c,2014-07-11T19:26:44Z,21070,21. Ion trapping and quantum gates,2023-06-02 16:39:52.363448
INTRODUCTION TO THE CLASS AND OVERVIEW OF TOPICS,1.0,95,gc3O2sKIsX4,2015-07-28T17:37:20Z,64077,Introduction to the Class and Overview of Topics,2023-06-02 16:39:52.363448
"INPUT FUNCTION, MICHAELIS-MENTEN KINETICS, AND COOPERATIVITY",2.0,95,lLY1u2aghIQ,2015-07-28T17:37:17Z,24896,"Input Function, Michaelis-Menten kinetics, and Cooperativity",2023-06-02 16:39:52.363448
"AUTOREGULATION, FEEDBACK AND BISTABILITY",3.0,95,sJ7p2AuOYlA,2015-07-28T17:37:19Z,10795,"Autoregulation, Feedback and Bistability",2023-06-02 16:39:52.363448
SYNTHETIC BIOLOGY AND STABILITY ANALYSIS IN THE TOGGLE SWITCH,4.0,95,hfq1T9windg,2015-07-28T17:37:21Z,11440,Synthetic Biology and Stability Analysis in the Toggle Switch,2023-06-02 16:39:52.363448
OSCILLATORY GENETIC NETWORKS,5.0,95,xNNxlsY-F-s,2015-07-28T17:37:20Z,9949,Oscillatory Genetic Networks,2023-06-02 16:39:52.363448
GRAPH PROPERTIES OF TRANSCRIPTION NETWORKS,6.0,95,NnDqJhtUqjw,2015-07-28T17:37:20Z,5114,Graph Properties of Transcription Networks,2023-06-02 16:39:52.363448
FEED-FORWARD LOOP NETWORK MOTIF,7.0,95,zJTVMkGe8-8,2015-07-28T17:37:20Z,5558,Feed-forward Loop Network Motif,2023-06-02 16:39:52.363448
INTRODUCTION TO STOCHASTIC GENE EXPRESSION,8.0,95,dP4NQIpUH6w,2015-07-28T17:37:18Z,10031,Introduction to Stochastic Gene Expression,2023-06-02 16:39:52.363448
CAUSES AND CONSEQUENCES OF STOCHASTIC GENE EXPRESSION,9.0,95,03bVGr-vYHQ,2015-07-28T17:37:20Z,4966,Causes and Consequences of Stochastic Gene Expression,2023-06-02 16:39:52.363448
STOCHASTIC MODELING,10.0,95,EXBO08-78IU,2015-07-28T17:37:17Z,60209,Stochastic Modeling,2023-06-02 16:39:52.363448
LIFE AT LOW REYNOLDS NUMBER,11.0,95,TuXFwKrWQg8,2015-07-28T17:37:21Z,16002,Life at Low Reynolds Number,2023-06-02 16:39:52.363448
ROBUSTNESS AND BACTERIAL CHEMOTAXIS,12.0,95,cT855rpX8bc,2015-07-28T17:37:19Z,5948,Robustness and Bacterial Chemotaxis,2023-06-02 16:39:52.363448
ROBUSTNESS IN DEVELOPMENT AND PATTERN FORMATION,13.0,95,onL_UF4FLVM,2015-07-28T17:37:18Z,5510,Robustness in Development and Pattern Formation,2023-06-02 16:39:52.363448
MICROBIAL EVOLUTION EXPERIMENTS AND OPTIMAL GENE CIRCUIT DESIGN,14.0,95,9yGxpWVWYDY,2015-07-28T17:37:19Z,5633,Microbial Evolution Experiments and Optimal Gene Circuit Design,2023-06-02 16:39:52.363448
EVOLUTION IN FINITE POPULATIONS,15.0,95,KLrPm-BEEOI,2015-07-28T17:37:20Z,6224,Evolution in Finite Populations,2023-06-02 16:39:52.363448
CLONAL INTERFERENCE AND THE DISTRIBUTION OF BENEFICIAL MUTATIONS,16.0,95,6PxncdxIXNE,2015-07-28T17:37:21Z,2727,Clonal Interference and the Distribution of Beneficial Mutations,2023-06-02 16:39:52.363448
FITNESS LANDSCAPES AND SEQUENCE SPACES,17.0,95,EFXjKHdbi6A,2015-07-28T17:37:21Z,5186,Fitness Landscapes and Sequence Spaces,2023-06-02 16:39:52.363448
EVOLUTIONARY GAMES,18.0,95,a8Fbmj4nIxY,2015-07-28T17:37:18Z,14399,Evolutionary Games,2023-06-02 16:39:52.363448
SURVIVAL IN FLUCTUATING ENVIRONMENTS,19.0,95,BJXCf6pFrhA,2015-07-28T17:37:21Z,3123,Survival in Fluctuating Environments,2023-06-02 16:39:52.363448
"PARASITES, THE EVOLUTION OF VIRULENCE AND SEX",20.0,95,Cn5K8R8cEiI,2015-07-28T17:37:18Z,5417,"Parasites, the Evolution of Virulence and Sex",2023-06-02 16:39:52.363448
INTERSPECIES INTERACTIONS,21.0,95,WTesORG5H-A,2015-07-28T17:37:18Z,4779,Interspecies Interactions,2023-06-02 16:39:52.363448
"ECOSYSTEM STABILITY, CRITICAL TRANSITIONS, AND BIODIVERSITY",22.0,95,lC3XSwQ62iw,2015-07-28T17:37:21Z,15693,"Ecosystem Stability, Critical Transitions, and Biodiversity",2023-06-02 16:39:52.363448
DYNAMICS OF POPULATIONS IN SPACE,23.0,95,3eIzIJ6QncY,2015-07-28T17:37:19Z,3463,Dynamics of Populations in Space,2023-06-02 16:39:52.363448
THE NEUTRAL THEORY OF ECOLOGY,24.0,95,m41DWardioc,2015-07-28T17:37:18Z,27457,The Neutral Theory of Ecology,2023-06-02 16:39:52.363448
LECTURE 1: EMERGENCE OF GRAVITY,1.0,97,EUnGZoBa3nc,2016-03-02T21:25:35Z,83541,1. Emergence of Gravity,2023-06-02 16:39:52.363448
LECTURE 2: CLASSICAL BLACK HOLE GEOMETRY,2.0,97,WVOIk8en6YE,2016-03-02T21:23:43Z,23602,2. Classical Black Hole Geometry,2023-06-02 16:39:52.363448
LECTURE 3: CAUSAL STRUCTURE OF A BLACK HOLE AND BLACK HOLE TEMPERATURE,3.0,97,LTEtH1gzwoE,2016-03-02T21:23:45Z,13300,3. Causal Structure of a Black Hole and Black Hole Temperature,2023-06-02 16:39:52.363448
LECTURE 4: PHYSICAL INTERPRETATION OF BLACK HOLE TEMPERATURE,4.0,97,gLYwLyeE8oU,2016-03-02T21:23:46Z,9744,4. Physical Interpretation of Black Hole Temperature,2023-06-02 16:39:52.363448
LECTURE 5: BLACK HOLE THERMODYNAMICS,5.0,97,hIvrYfwUyZQ,2016-03-02T21:23:45Z,13791,5. Black Hole Thermodynamics,2023-06-02 16:39:52.363448
LECTURE 6: HOLOGRAPHIC PRINCIPLE,6.0,97,1pkoBetgo7s,2016-03-02T21:23:46Z,19171,6. Holographic Principle,2023-06-02 16:39:52.363448
LECTURE 7: STRUCTURE OF LARGE-N EXPANSION,7.0,97,14_8tzAd1rA,2016-03-02T21:23:46Z,6557,7. Structure of Large N Expansion,2023-06-02 16:39:52.363448
"LECTURE 8: LARGE-N EXPANSION AS A STRING THEORY, PART I",8.0,97,LoIXB2GJHkg,2016-03-02T21:23:45Z,5618,"8. Large N Expansion as a String Theory, Part I",2023-06-02 16:39:52.363448
"LECTURE 9: LARGE-N EXPANSION AS A STRING THEORY, PART II",9.0,97,M_8UajiNlDg,2016-03-02T21:23:44Z,4514,"9. Large N Expansion as a String Theory, Part II",2023-06-02 16:39:52.363448
LECTURE 10: BASICS OF STRING THEORY AND LIGHT-CONE GAUGE,10.0,97,owhNn20aZo8,2016-03-02T21:23:44Z,8137,10. Basics of String Theory and Light-cone Gauge,2023-06-02 16:39:52.363448
LECTURE 11: STRING THEORY IN THE LIGHT-CONE GAUGE,11.0,97,jhyWwA_bJ5A,2016-03-02T21:23:48Z,6093,11. String Theory in the Light-cone Gauge,2023-06-02 16:39:52.363448
LECTURE 12: STRING SPECTRUM AND GRAVITON,12.0,97,Wcy-zCt8llk,2016-03-02T21:23:44Z,6796,12. String Spectrum and Graviton,2023-06-02 16:39:52.363448
"LECTURE 13: PHYSICS OF D-BRANES, PART I",13.0,97,iPWIqjYkVns,2016-03-02T21:23:47Z,11520,"13. Physics of D-branes, Part I",2023-06-02 16:39:52.363448
"LECTURE 14: PHYSICS OF D-BRANES, PART II",14.0,97,k6HCdJ9lKho,2016-03-02T21:23:45Z,5240,"14. Physics of D-branes, Part II",2023-06-02 16:39:52.363448
"LECTURE 15: PHYSICS OF D-BRANES, PART III",15.0,97,-mrxN8XcQOQ,2016-03-02T21:23:45Z,3994,"15. Physics of D-branes, Part III",2023-06-02 16:39:52.363448
LECTURE 16: GEOMETRY OF D-BRANES AND ADS / CFT CONJECTURE,16.0,97,1LEYgS8Wzsk,2016-03-02T21:23:47Z,7491,16. Geometry of D-branes and AdS / CFT Conjecture,2023-06-02 16:39:52.363448
LECTURE 17: MORE ON ADS / CFT DUALITY,17.0,97,0fChZwU1zEc,2016-03-02T21:23:44Z,5932,17. More on AdS / CFT Duality,2023-06-02 16:39:52.363448
LECTURE 18: GENERAL ASPECTS OF THE DUALITY,18.0,97,nW4vp_upvmE,2016-03-02T21:23:43Z,3477,18. General Aspects of the Duality,2023-06-02 16:39:52.363448
LECTURE 19: MASS-DIMENSION RELATION,19.0,97,eGPpz9kYUCg,2016-03-02T21:23:48Z,3682,19. Mass-dimension Relation,2023-06-02 16:39:52.363448
LECTURE 20: EUCLIDEAN CORRELATION FUNCTIONS: TWO-POINT FUNCTIONS,20.0,97,1OGZCt58GLc,2016-03-02T21:23:46Z,6051,20. Euclidean Correlation Functions: Two-point Functions,2023-06-02 16:39:52.363448
LECTURE 21: EUCLIDEAN CORRELATION FUNCTIONS: HIGHER-POINT FUNCTIONS,21.0,97,oXsC9bjMJA4,2016-03-02T21:23:47Z,2494,21. Euclidean Correlation Functions: Higher-point Functions,2023-06-02 16:39:52.363448
LECTURE 22: COMPUTATION OF THE WILSON LOOP,22.0,97,WPuDh61Lkpg,2016-03-02T21:23:46Z,5861,22. Computation of the Wilson Loop,2023-06-02 16:39:52.363448
LECTURE 23: DUALITY AT A FINITE TEMPERATURE AND FINITE CHEMICAL POTENTIAL,23.0,97,raP-0nqnF_A,2016-03-02T21:23:44Z,2489,23. Duality at a Finite Temperature and Finite Chemical Potential,2023-06-02 16:39:52.363448
LECTURE 24: HOLOGRAPHIC ENTANGLEMENT ENTROPY,24.0,97,_75zfIar62c,2016-03-02T21:23:47Z,8551,24. Holographic Entanglement Entropy,2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION TO EFFECTIVE FIELD THEORY (EFT),1.0,98,WB8r7CU7clk,2014-01-13T19:15:27Z,64561,1. Introduction to Effective Field Theory (EFT),2023-06-02 16:39:52.363448
LECTURE 2: DIMENSIONAL POWER COUNTING,2.0,98,f4BQ_VHXgd8,2014-01-13T19:15:02Z,12368,2. Dimensional Power Counting,2023-06-02 16:39:52.363448
LECTURE 3: FIELD REDEFINITIONS,3.0,98,6PrAW28eUpE,2014-01-13T19:14:41Z,7426,3. Field Redefinitions,2023-06-02 16:39:52.363448
LECTURE 4: MATCHING AND DECOUPLING,4.0,98,KwtuwXp16cY,2014-01-13T19:14:29Z,4394,4. Matching and Decoupling,2023-06-02 16:39:52.363448
LECTURE 5: CLASSIC OPERATOR RENORMALIZATION GROUP EQUATIONS (RGE),5.0,98,zr3wuh3fWRw,2014-01-13T19:04:05Z,5840,5. Classic Operator Renormalization Group Equations (RGE),2023-06-02 16:39:52.363448
LECTURE 6: CHIRAL LAGRANGIANS,6.0,98,zqOoSBbcack,2014-01-13T19:14:14Z,5783,6. Chiral Lagrangians,2023-06-02 16:39:52.363448
LECTURE 7: CHIRAL LOOPS,7.0,98,HKkSPqCOmD0,2014-01-13T19:13:56Z,2443,7. Chiral Loops,2023-06-02 16:39:52.363448
LECTURE 8: HEAVY QUARK EFFECTIVE THEORY (HQET),8.0,98,HKkSPqCOmD0,2014-01-13T19:13:56Z,2443,7. Chiral Loops,2023-06-02 16:39:52.363448
LECTURE 9: HQET MATCHING & POWER CORRECTIONS,9.0,98,kEd-WsV7ESA,2014-01-13T19:13:47Z,4211,8. Heavy Quark Effective Theory (HQET),2023-06-02 16:39:52.363448
LECTURE 10: HQET EXAMPLES,10.0,98,ogrcXqbvbL4,2014-01-13T19:13:27Z,7430,9. HQET Matching & Power Corrections,2023-06-02 16:39:52.363448
LECTURE 11: RENORMALONS,11.0,98,kZcGNN5cYCg,2014-01-13T19:13:14Z,1387,10. HQET Examples,2023-06-02 16:39:52.363448
LECTURE 12: MORE RENORMALONS,12.0,98,DdnXB0Fa3gQ,2014-01-13T19:08:16Z,979,12. More Renormalons,2023-06-02 16:39:52.363448
LECTURE 13: EFT WITH FINE TUNING,13.0,98,VrXUdbg3NiM,2014-01-13T19:04:17Z,1623,13. EFT with Fine Tuning,2023-06-02 16:39:52.363448
LECTURE 14: EFT WITH FINE TUNING PART 2,14.0,98,DdY98Zaff5I,2014-01-13T19:07:53Z,1051,14. EFT with Fine Tuning Part 2,2023-06-02 16:39:52.363448
LECTURE 15: SOFT-COLLINEAR EFFECTIVE THEORY (SCET) INTRODUCTION,15.0,98,v2JKK_yPwc0,2014-01-13T19:07:40Z,2300,15. Soft-Collinear Effective Theory (SCET) Introduction,2023-06-02 16:39:52.363448
LECTURE 16: SCET COLLINEAR WILSON LINES,16.0,98,AFQnH_upWBY,2014-01-13T19:07:28Z,7189,16. SCET Collinear Wilson Lines,2023-06-02 16:39:52.363448
LECTURE 17: SCET MULTIPOLE EXPANSION,17.0,98,TcNXre5Ea6Y,2014-01-13T19:07:14Z,5126,17. SCET Multipole Expansion,2023-06-02 16:39:52.363448
LECTURE 18: SCET BEYOND TREE LEVEL,18.0,98,WtOJN2TCD6o,2014-01-13T19:05:21Z,1153,18. SCET Beyond Tree Level,2023-06-02 16:39:52.363448
LECTURE 19: SCET BEYOND TREE LEVEL 2,19.0,98,Jtda1czqdxc,2014-01-13T19:07:02Z,796,19. SCET Beyond Tree Level 2,2023-06-02 16:39:52.363448
LECTURE 20: SCET WILSON COEFFICIENTS,20.0,98,pusPy4EDPC0,2014-01-13T19:06:47Z,1873,20. SCET Wilson Coefficients,2023-06-02 16:39:52.363448
LECTURE 21: SCET SUDAKOV LOGARITHMS,21.0,98,kJFbJDYuU_k,2014-01-13T19:06:34Z,8036,21. SCET Sudakov Logarithms,2023-06-02 16:39:52.363448
LECTURE 22: SCET FOR DIS,22.0,98,tKo9-jn7A3g,2014-01-13T19:06:19Z,975,22. SCET for DIS,2023-06-02 16:39:52.363448
LECTURE 23: SCET FOR DIJETS,23.0,98,hAFnqX7diSU,2014-01-13T19:06:05Z,1187,23. SCET for Dijets,2023-06-02 16:39:52.363448
LECTURE 24: SCETII,24.0,98,k0vA0aTcUZA,2014-01-13T19:05:51Z,812,24. SCETII,2023-06-02 16:39:52.363448
LECTURE 25: SCET_2 RAPIDITY RGE,25.0,98,zd9aU90WzV8,2014-01-13T19:05:37Z,6933,25. SCET_2 Rapidity RGE,2023-06-02 16:39:52.363448
LECTURE 26: SCET FOR LHC,26.0,98,Xpqcsa3RVTU,2014-01-13T19:05:08Z,1441,26. SCET for LHC,2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION AND THE GEOMETRIC VIEWPOINT ON PHYSICS,1.0,99,iRVfaR3N5K4,2020-08-26T14:52:11Z,262488,1. Introduction and the geometric viewpoint on physics.,2023-06-02 16:39:52.363448
LECTURE 2: INTRODUCTION TO TENSORS,2.0,99,TiHHz3sKDbY,2020-08-26T14:51:20Z,167758,2. Introduction to tensors.,2023-06-02 16:39:52.363448
LECTURE 3: TENSORS CONTINUED,3.0,99,H6eR3sG524M,2020-08-26T14:51:06Z,39485,3. Tensors continued.,2023-06-02 16:39:52.363448
LECTURE 4: VOLUMES AND VOLUME ELEMENTS; CONSERVATION LAWS,4.0,99,h9xaoGkyHwg,2020-08-26T14:50:53Z,26532,4. Volumes and volume elements; conservation laws.,2023-06-02 16:39:52.363448
LECTURE 5: THE STRESS ENERGY TENSOR AND THE CHRISTOFFEL SYMBOL,5.0,99,OOmZkNa72t4,2020-08-26T14:50:39Z,26527,5. The stress energy tensor and the Christoffel symbol.,2023-06-02 16:39:52.363448
LECTURE 6: THE PRINCIPLE OF EQUIVALENCE,6.0,99,6MssatXXAzc,2020-08-26T14:50:25Z,20150,6. The principle of equivalence.,2023-06-02 16:39:52.363448
LECTURE 7: THE PRINCIPLE OF EQUIVALENCE CONTINUED; PARALLEL TRANSPORT,7.0,99,gnWKpHUj11w,2020-08-26T14:50:06Z,13794,7. Principle of equivalence continued; parallel transport.,2023-06-02 16:39:52.363448
"LECTURE 8: LIE TRANSPORT, KILLING VECTORS, TENSOR DENSITIES",8.0,99,LoIq6KElVxs,2020-08-26T14:49:50Z,16065,"8. Lie transport, Killing vectors, tensor densities.",2023-06-02 16:39:52.363448
LECTURE 9: GEODESICS,9.0,99,4QPKWFme0k4,2020-08-26T14:49:21Z,14330,9. Geodesics.,2023-06-02 16:39:52.363448
LECTURE 10: SPACETIME CURVATURE,10.0,99,JWSdeg4jkoY,2020-08-26T14:49:01Z,14583,10. Spacetime curvature.,2023-06-02 16:39:52.363448
LECTURE 11: MORE ON SPACETIME CURVATURE,11.0,99,d1dtqw7f6pw,2020-08-26T14:48:44Z,8649,11. More on spacetime curvature.,2023-06-02 16:39:52.363448
LECTURE 12: THE EINSTEIN FIELD EQUATION,12.0,99,OIjLUzS6SQA,2020-08-26T14:48:10Z,31780,12. The Einstein field equation.,2023-06-02 16:39:52.363448
LECTURE 13: THE EINSTEIN FIELD EQUATION (VARIANT DERIVATION),13.0,99,JNWXzIFcf3g,2020-08-26T14:47:55Z,11656,13. The Einstein field equation (variant derivation).,2023-06-02 16:39:52.363448
LECTURE 14: LINEARIZED GRAVITY I: PRINCIPLES AND STATIC LIMIT,14.0,99,9lIgAPvppk0,2020-08-26T14:47:38Z,8150,14. Linearized gravity I: Principles and static limit.,2023-06-02 16:39:52.363448
LECTURE 15: LINEARIZED GRAVITY II: DYNAMIC SOURCES,15.0,99,Oxk2nnuC130,2020-08-26T14:47:14Z,5738,15. Linearized gravity II: Dynamic sources,2023-06-02 16:39:52.363448
LECTURE 16: GRAVITATIONAL RADIATION I,16.0,99,R2vL2wLqGYg,2020-08-26T14:46:58Z,7222,16. Gravitational radiation I,2023-06-02 16:39:52.363448
LECTURE 17: GRAVITATIONAL RADIATION II,17.0,99,pUqA_iHLBWQ,2020-08-26T14:46:42Z,4784,17. Gravitational radiation II,2023-06-02 16:39:52.363448
LECTURE 18: COSMOLOGY I,18.0,99,wBvXOb59l-k,2020-08-26T14:46:22Z,9783,18. Cosmology I,2023-06-02 16:39:52.363448
LECTURE 19: COSMOLOGY II,19.0,99,p_10lgn2BiI,2020-08-26T14:46:07Z,4167,19. Cosmology II,2023-06-02 16:39:52.363448
LECTURE 20: SPHERICAL COMPACT SOURCES I,20.0,99,PVYTNKZDHBo,2020-08-26T14:45:47Z,4144,20. Spherical compact sources I,2023-06-02 16:39:52.363448
LECTURE 21: SPHERICAL COMPACT SOURCES II,21.0,99,K1vpc9YwlQI,2020-08-26T14:45:25Z,3113,21. Spherical compact sources II,2023-06-02 16:39:52.363448
LECTURE 22: BLACK HOLES I,22.0,99,ZqF-7bjnzCU,2020-08-26T14:45:01Z,13578,22. Black holes I,2023-06-02 16:39:52.363448
LECTURE 23: BLACK HOLES II,23.0,99,_uNWqE3LS1E,2020-08-26T14:44:37Z,6274,23. Black holes II,2023-06-02 16:39:52.363448
"LEC 1: INTRODUCTION, THE VISUAL SYSTEM",1.0,101,g1ka1MXpo3s,2014-10-28T15:11:11Z,40128,"1. Introduction, the visual system",2023-06-02 16:39:52.363448
LEC 2: BASIC LAYOUT OF THE VISUAL SYSTEM AND THE RETINA,2.0,101,TdOdc_n-ZCA,2014-10-28T15:11:11Z,26222,2. Basic layout of the visual system and the retina,2023-06-02 16:39:52.363448
LEC 3: THE LATERNAL GENICULATE NUCLEUS AND THE VISUAL CORTEX,3.0,101,T9HYPlE8xzc,2014-10-28T15:11:10Z,25025,3. The lateral geniculate nucleus and the visual cortex,2023-06-02 16:39:52.363448
